gram,counts
ourgovernmentnug july30coup whatshappeninginmyanmar,11342
covid 19 vaccine,6181
covid 19 cases,5378
junta uses covid,3778
uses covid weapons,3775
min age limit,3491
2021 vaccine vaccinepune,3491
vaccine vaccinepune cowin,3491
vaccinepune cowin covid19,3491
cowin covid19 pune,3491
covid 19 pandemic,3360
covishield min age,3146
covid 19 pesticides,3097
31 07 2021,3066
age limit 18,3007
mandalay youth strike,2785
rapporteurun dreadfulcovidamidmilitarycoup whatshappeninginmyanmar,2744
18 dose1 capacity,2670
spraying covid 19,2509
covid 19 vaccines,2355
covid 19 di,2272
whatshappeninginmyanmar rejectmilitarycoup ourgovernmentnug,2220
covid 19 delta,2214
covid weapons myanmarcovidsos,2202
30 07 2021,2198
limit 18 dose1,2186
07 2021 vaccine,2123
weapons myanmarcovidsos sacwantscoviduncontrollable,2063
covid 19 vaccination,1995
19 delta variant,1988
cases covid 19,1948
pandemi covid 19,1932
new covid 19,1899
fight covid 19,1864
whatshappeninginmyanmar july30coup ourgovernmentnug,1755
dates available 30,1754
available 30 07,1754
dates available 31,1724
available 31 07,1724
sinergipercepatvaksinasipatuhi ppkm lakukan5m,1697
every contribution counts,1670
contribution counts find,1669
organisations fight covid,1668
covid 19 situation,1647
covid 19 india,1642
counts find also,1628
find also help,1628
also help organisations,1627
help organisations fight,1627
19 india covid19indiahelp,1555
junta forces tighten,1495
forces tighten security,1495
exterminate myanmar military,1494
myanmar military juntas,1494
military juntas afternoon,1494
youth strike carelessly,1493
covid19 junta forces,1493
tighten security took,1493
took streets exterminate,1493
strike carelessly covid19,1492
security took streets,1492
streets exterminate myanmar,1492
carelessly covid19 junta,1491
afternoon ourgovernmentnug july30coup,1486
juntas afternoon ourgovernmentnug,1485
july30coup whatshappeninginmyanmar myanmarcovidsos,1475
situation insein prison,1449
19 situation insein,1446
insein prison rapporteurun,1446
prison rapporteurun dreadfulcovidamidmilitarycoup,1443
covid weapons july30coup,1406
covid 19 outbreak,1406
civilians myanmar junta,1402
myanmar junta uses,1402
innocent civilians myanmar,1401
vaccinate innocent civilians,1400
weapons july30coup whatshappeninginmyanmar,1398
today whatshappeninginmyanmar july30coup,1375
positive covid 19,1374
ayardaw tsp monywa,1373
pesticides ourgovernmentnug july30coup,1372
tsp monywa district,1372
monywa district demonstrated,1372
demonstrated coup spraying,1371
08 2021 vaccine,1369
district demonstrated coup,1369
coup spraying covid,1369
youths ayardaw tsp,1368
19 pesticides ourgovernmentnug,1366
need humanitarian assistance,1336
rohingyas need humanitarian,1334
myanmarcovidsos dreadfulcovidamidmilitarycoup whatshappeninginmyanmar,1334
humanitarian assistance rapporteurun,1333
rapporteurun myanmarcovidsos dreadfulcovidamidmilitarycoup,1333
assistance rapporteurun myanmarcovidsos,1331
whatshappeninginmyanmar july30coup sacwantscoviduncontrollable,1329
july30coup sacwantscoviduncontrollable myanmarcovidsos,1323
current movement myanmar,1301
movement myanmar youth,1301
myanmar youth activists,1301
rising cases covid,1299
myanmarcovidsos july30coup whatshappeninginmyanmar,1298
despite rising cases,1295
youth activists rapporteurun,1294
activists rapporteurun dreadfulcovidamidmilitarycoup,1293
rather die covid,1293
strike marched despite,1291
genocidal dictatorship fearlessly,1290
youth strike marched,1289
marched despite rising,1289
covid 19 protest,1289
protest genocidal dictatorship,1288
dictatorship fearlessly rather,1288
fearlessly rather die,1288
die covid live,1288
covid live fear,1288
live fear military,1288
19 protest genocidal,1287
fear military ourgovernmentnug,1286
military ourgovernmentnug july30coup,1285
sacwantscoviduncontrollable july30coup whatshappeninginmyanmar,1284
07 2021 31,1277
2021 31 07,1277
myanmarcovidsos sacwantscoviduncontrollable july30coup,1271
july30coup ourgovernmentnug whatshappeninginmyanmar,1269
delta variant spread,1254
help covid 19,1228
covid 19 crisis,1176
shows intend cure,1169
intend cure people,1169
dead bodies help,1168
cure people expects,1168
people expects dead,1168
expects dead bodies,1167
july30coup savemyanmar whatshappeninginmyanmar,1166
bodies help covid,1166
covid 19 july30coup,1163
contract covid 19,1161
19 july30coup savemyanmar,1161
casos covid 19,1157
taunglatt area ayardaw,1136
area ayardaw township,1134
ayardaw township monywa,1134
township monywa district,1134
easily unvaccinated people,1132
youths taunglatt area,1132
monywa district protested,1132
district protested coup,1131
people contract covid,1126
virus easily unvaccinated,1120
19 pesticides youths,1119
pesticides youths taunglatt,1119
protested coup july30coup,1117
spread virus easily,1116
coup july30coup ourgovernmentnug,1116
unvaccinated people cdc,1114
vaccinated people contract,1113
variant spread virus,1109
people cdc reports,1090
01 08 2021,1057
07 2021 01,1052
2021 01 08,1052
people covid 19,1035
ourgovernmentnug whatshappeninginmyanmar july30coup,1023
get covid 19,980
vaksin covid 19,961
vaksinasi massal covid,949
massal covid 19,949
vaccinated covid 19,932
menteng jakarta pusat,924
gedung pusat dakwah,919
pusat dakwah muhammadiyah,919
meninjau langsung vaksinasi,916
langsung vaksinasi massal,916
19 di gedung,915
di gedung pusat,915
dakwah muhammadiyah menteng,915
muhammadiyah menteng jakarta,915
vaksinasi covid 19,868
protest military dictatorship,868
military dictatorship atrocities,864
dictatorship atrocities people,864
crisis staged people,864
staged people ayemyatharyar,862
atrocities people covid,861
19 crisis staged,861
people ayemyatharyar phakant,860
ayemyatharyar phakant whatshappeninginmyanmar,854
listyo sigit prabowo,853
phakant whatshappeninginmyanmar july30coup,849
jenderal polisi drs,848
polisi drs listyo,848
drs listyo sigit,848
sigit prabowo meninjau,843
kapolri jenderal polisi,833
vaksinasitaatprokes5mbaksos akpol91 mengabdi,831
prabowo meninjau langsung,830
limit 18 45,821
18 45 dose1,821
45 dose1 capacity,821
jakarta pusat sinergipercepatvaksinasipatuhi,816
pusat sinergipercepatvaksinasipatuhi ppkm,816
fully vaccinated people,809
donated food supplies,803
covid19 positive locked,803
kachin islamic youths,801
islamic youths network,798
youths network donated,798
network donated food,798
food supplies needy,798
supplies needy covid19,798
needy covid19 positive,798
positive locked homes,794
vacunación covid 19,789
locked homes today,788
homes today whatshappeninginmyanmar,786
covid 19 patients,767
covid 19 deaths,734
massachusetts covid 19,728
due covid 19,724
vacuna covid 19,687
02 08 2021,675
2021 02 08,660
covid 19 restrictions,651
covid 19 funds,638
pasien covid 19,637
últimas 24 horas,628
delta covid 19,616
covid 19 vaccinations,605
distributed covid 19,602
covid 19 virus,597
pro democracy youths,597
still overthrown military,597
overthrown military dictatorship,597
military dictatorship distributed,597
democracy youths taunglatt,596
monywa still overthrown,596
pesticides area today,596
dictatorship distributed covid,595
19 pesticides area,595
area today whatshappeninginmyanmar,595
ugandans need accountability,595
19 funds donors,595
youths taunglatt ayadaw,594
taunglatt ayadaw monywa,594
ayadaw monywa still,594
need accountability transparency,579
accountability transparency covid,579
transparency covid 19,579
us dollars first,579
dollars first wave,579
first wave embezzled,579
wave embezzled money,579
embezzled money meant,579
money meant icu,579
meant icu beds,579
icu beds masks,579
beds masks oxygen,579
stole money 30bn,578
money 30bn us,578
30bn us dollars,578
funds donors immediate,577
donors immediate resignation,577
immediate resignation stole,577
resignation stole money,577
ugandaisbleeding accountability whouganda,576
masks oxygen ugandaisbleeding,576
oxygen ugandaisbleeding accountability,576
dianaatwine ugandans need,553
covid 19 yang,551
penanganan covid 19,540
covid 19 infections,534
test positive covid,529
contagios covid 19,527
spread covid 19,518
da covid 19,518
covid 19 variants,516
covid 19 dan,506
people infected massachusetts,501
covid 19 brasil,496
covid 19 surge,489
variant covid 19,488
gt gt gt,488
covid 19 via,486
gotten damn vaccine,486
produciresvencer rumboal84aniversariognb ceofanb,486
delta variant coronavirus,484
age limit 45,484
limit 45 18,484
45 18 dose1,484
covid 19 telah,481
ceofanb nicolasmaduro gnbcmdtegral,481
covid 19 test,478
rumboal84aniversariognb ceofanb nicolasmaduro,478
cdc study shows,477
covid 19 testing,473
three fourths people,465
fourths people infected,465
infected massachusetts covid,464
toda contribuição conta,450
você também pode,450
também pode ajudar,450
contribuição conta saiba,449
pode ajudar essas,449
ajudar essas organizações,449
essas organizações combaterem,449
organizações combaterem covid,449
combaterem covid 19,449
bagi masyarakat indonesia,448
keprihatinan bagi masyarakat,446
conta saiba você,443
saiba você também,443
19 brasil brasilcontraafome,438
terpapar covid 19,438
variante delta coronavirus,438
hospitalvaccines covishield min,437
cowin indiafightscorona covid19,435
indiafightscorona covid19 vaccine,435
covid19 vaccine cowinblore1844,435
study shows three,435
shows three fourths,435
july 30 2021,434
covid 19 update,425
bbmp cowin indiafightscorona,421
vaccine cowinblore1844 bbmp,421
contre covid 19,419
covid 19 variant,417
last 24 hours,414
pandemia covid 19,410
penyebaran covid 19,408
19 outbreak vaccinated,397
delta variant covid,394
tested positive covid,393
kasus covid 19,389
new covid19 cases,389
coronavirus covid 19,386
covid 19 breakthrough,386
cases massachusetts outbreak,383
vacunas covid 19,382
19 vaccine mandate,378
โคว ดว นน,376
covid 19 shots,373
covid 19 infection,373
occurred fully vaccinated,367
lt lt lt,366
masyarakat yang terdampak,365
effects covid 19,365
08 2021 02,364
getting covid 19,364
died covid 19,364
positivo covid 19,357
delta variant contagious,356
variante delta covid,356
19 cases massachusetts,356
got covid 19,351
centers disease control,348
covid 19 kumhampeduli,347
vacinação covid 19,347
19 kumhampeduli kumhamberbagi,346
need covid 19,345
covaxin min age,343
lt lt vaccine,343
positif covid 19,342
people get vaccinated,335
covid 19 protocols,335
lt vaccine alert,335
vaccine alert gt,335
alert gt gt,335
gt gt date,335
new coronavirus cases,333
virus covid 19,331
cause severe illness,323
terdampak pandemi covid,323
covid 19 positive,323
florida coronavirus cases,321
potential covid 19,320
new cases covid,319
19 breakthrough infections,316
new york july,316
dose covid 19,315
current situation myanmar,315
security council convened,314
