gram,counts
covid 19,63849
19 vaccine,4455
omicron variant,2568
19 cases,2362
19 pandemic,2111
16 17,1730
new covid,1690
19 vaccines,1553
year olds,1388
17 year,1276
new cases,1252
fully vaccinated,1247
pfizer covid,1163
19 booster,1149
2021 12,1140
sign petition,1103
variante ómicron,1063
covid19 vaccine,1024
19 vaccination,1017
public health,1003
downing street,977
coronavirus covid19,942
covid19 coronavirus,924
pfizer biontech,907
christmas parties,877
positive covid,869
due covid,833
coronavirus rules,830
going away,830
one rule,829
get vaccinated,818
street christmas,807
breaking coronavirus,803
government plans,797
rules crime,794
scandal going,792
plans investigate,792
must one,792
investigate breaking,790
crime must,790
parties scandal,789
covid omicron,787
away government,786
covid19 omicron,783
rule sign,783
booster shots,778
health data,758
casos covid,754
total_stopsponsoringsac dec9coup,754
vacunas covid,747
ron johnson,746
nuevos casos,745
sars cov,740
data covid19,728
12 06,725
covid19 publichealth,723
datascience analytics,716
dec9coup whatshappeninginmyanmar,713
analytics health,712
covid insights,711
analytics team,711
usafacts datavisualization,711
datavisualization datascience,711
publichealth covid,711
omicron globalhealth,711
06 covid,705
vaccine booster,704
south africa,698
insights analytics,693
team usafacts,693
19 variant,689
high school,686
12 2021,685
coronavirus mata,674
próximo 8m,673
costado miles,673
december 2021,671
covid19 pandemic,669
booster shot,667
país coronavirus,664
miles vidas,662
propongo pancarta,661
pancarta próximo,661
8m celebre,661
celebre españa,661
españa intención,661
intención enmendar,661
enmendar error,661
error costado,661
vidas país,661
mata machismo,661
infected covid19,639
19 patients,630
basic education,607
education high,607
amp students,606
87 people,605
teachers amp,605
tanai tsp,604
school shinvwiyang,603
people teachers,602
students infected,601
shinvwiyang total_stopsponsoringsac,601
population 87,599
covid19 basic,599
tsp population,598
tested positive,597
seis meses,595
omicron covid19,578
19 outbreak,576
get covid,550
covid19 covid_19,545
09 12,536
cases covid,511
19 di,509
coronavirus cases,508
kill coronavirus,500
19 deaths,493
covid cases,492
omicron covid,491
coronavirus covid,490
last year,487
covid19 covid,487
vaccine mandate,486
covid19 cases,486
coronavirus vaccine,486
