covid,220434
coronavirus,213265
19,203542
covid19,173755
trump,42987
cases,39032
amp,38877
people,36334
new,35811
pandemic,32334
us,28153
virus,26111
get,26042
via,25442
news,20636
vaccine,20437
deaths,19832
like,19193
one,19178
realdonaldtrump,19061
health,18536
casos,17794
000,16779
time,16568
mask,16045
2020,16027
says,14355
positive,14251
world,14188
testing,14125
would,14120
know,13783
help,13576
need,13490
masks,13194
today,13183
china,12834
test,12520
day,12372
back,12053
21,11688
going,11448
state,11395
still,11335
go,11331
due,11174
please,11144
many,11106
crisis,11000
could,10807
na,10773
see,10722
even,10636
si,10620
death,10445
good,10386
pandemia,10191
da,10141
work,10136
spread,10045
data,9974
home,9967
first,9907
total,9716
take,9660
public,9615
may,9528
president,9525
di,9410
government,9338
well,9276
10,9117
july,9094
re,9079
make,9058
care,9027
said,9025
country,8964
response,8904
also,8794
vacuna,8792
live,8747
want,8639
india,8594
better,8464
school,8430
right,8350
think,8204
the,8155
year,8118
wear,8108
since,8086
say,8062
hospital,7981
corona,7952
eu,7947
tested,7830
stop,7815
tests,7676
much,7658
read,7617
americans,7542
20,7533
lockdown,7528
plan,7504
let,7421
months,7385
way,7373
states,7370
face,7347
patients,7346
et,7263
social,7232
die,7228
chinese,7187
research,7174
numbers,7165
salud,7156
daily,7137
last,7129
days,7079
times,7076
per,7068
briefing,7058
dr,7024
great,6949
number,6947
safe,6930
24,6853
support,6788
really,6757
oxford,6722
reported,6671
keep,6608
two,6523
worse,6493
uk,6489
must,6451
recovery,6432
florida,6326
business,6235
em,6224
update,6199
schools,6192
every,6184
house,6182
workers,6175
got,6163
million,6143
next,6114
report,6110
case,6091
life,6059
cdc,6024
study,5985
rate,5947
children,5870
nuevos,5864
risk,5859
county,5795
post,5729
latest,5729
come,5722
stay,5712
du,5680
week,5678
results,5660
pay,5645
des,5644
never,5641
look,5641
another,5629
kids,5584
real,5578
america,5564
impact,5555
dan,5511
wearing,5495
lives,5480
global,5472
watch,5429
fight,5373
getting,5373
com,5327
use,5324
students,5267
il,5204
gets,5165
long,5164
free,5158
working,5118
economy,5110
to,5078
money,5061
everyone,5046
gop,5035
mil,5029
white,5019
usa,5015
done,4965
died,4961
15,4927
media,4925
fauci,4900
without,4884
país,4874
briefings,4860
open,4853
gt,4852
est,4822
relief,4818
tuesday,4794
ca,4793
leaders,4782
family,4744
não,4738
contagios,4733
personas,4726
man,4725
give,4719
around,4711
thank,4703
show,4689
truth,4686
made,4683
amid,4683
medical,4652
100,4643
12,4627
in,4622
rise,4620
countries,4568
call,4563
30,4557
control,4547
american,4547
check,4529
deal,4517
sa,4514
cnn,4513
covidー19,4512
pour,4503
ser,4489
hoy,4475
nothing,4440
trying,4436
reports,4425
hope,4423
bill,4413
outbreak,4403
job,4359
thanks,4350
11,4349
years,4333
yet,4315
confirmed,4313
muertes,4310
community,4306
dos,4254
high,4233
needs,4228
covid_19,4224
hackers,4224
ve,4196
information,4172
mais,4142
put,4129
best,4115
updates,4115
part,4105
believe,4102
online,4099
méxico,4077
14,4063
texas,4055
infected,4046
find,4044
start,4038
shows,4034
things,4029
video,4021
change,4002
person,3991
thing,3990
youtube,3985
away,3983
mundo,3978
already,3959
gobierno,3899
trumpvirus,3872
love,3865
far,3864
less,3861
quarantine,3853
important,3829
dead,3829
protect,3819
across,3815
city,3810
end,3807
weeks,3798
sure,3795
science,3794
staff,3790
recovered,3713
top,3710
campaign,3707
flu,3688
donald,3679
and,3673
infections,3664
big,3664
contact,3664
hospitals,3659
full,3658
bad,3639
economic,3637
gente,3630
situation,3595
va,3594
día,3591
40,3586
local,3574
national,3568
nurses,3559
anyone,3555
continue,3547
positivos,3544
second,3510
travel,3507
positivo,3501
disease,3498
safety,3494
follow,3474
hit,3468
something,3467
non,3467
article,3462
york,3453
brasil,3449
ahora,3447
tell,3437
early,3434
learn,3415
population,3414
market,3413
press,3399
system,3385
través,3377
businesses,3370
others,3369
ever,3361
oh,3357
yes,3339
de,3331
old,3300
saying,3293
experts,3274
teachers,3271
god,3267
infection,3267
gov,3267
taking,3264
using,3253
stimulus,3252
venezuela,3250
lies,3250
force,3245
hard,3239
pas,3238
medidas,3237
likely,3235
julio,3225
van,3225
making,3215
someone,3205
shit,3199
au,3186
including,3166
vaccines,3160
lost,3158
story,3156
symptoms,3153
increase,3144
um,3140
higher,3133
sign,3132
breaking,3124
solo,3117
immunity,3117
join,3113
governor,3111
plus,3110
south,3106
healthcare,3094
enough,3091
ccp,3091
actually,3077
doctors,3058
soon,3056
of,3043
future,3042
casa,3041
place,3030
it,3022
pacientes,3020
human,3012
always,3010
mas,3003
coming,2992
sick,2985
sur,2985
anything,2982
cause,2982
everything,2981
distancing,2981
así,2980
record,2969
food,2966
federal,2964
called,2963
50,2962
lot,2958
surge,2938
ll,2935
07,2933
families,2926
used,2922
govt,2914
treatment,2905
une,2898
13,2894
united,2893
least,2887
three,2877
sector,2875
order,2872
telling,2855
yang,2853
link,2853
europe,2845
team,2832
vote,2816
point,2813
fallecidos,2807
almost,2805
fact,2804
air,2803
looking,2803
mayor,2802
officials,2801
march,2795
share,2790
close,2789
dans,2787
22,2784
ng,2778
wants,2778
told,2772
little,2769
might,2762
education,2760
wait,2758
pruebas,2749
feel,2741
related,2739
available,2737
maybe,2734
left,2733
immune,2728
17,2727
no,2726
कर,2716
probably,2715
18,2709
true,2706
potus,2694
return,2681
nuevo,2681
días,2678
rt,2673
