gram,counts
covid 19,93779
19 cases,6607
19 vaccine,3768
new year,3107
omicron variant,3103
new covid,2942
positive covid,2731
new cases,2489
covid19 omicron,2344
lonjakan omicron,2261
casos covid,2252
nataruwaspadacovidantisipasi lonjakan,2184
19 pandemic,2050
coronavirus cases,1932
covid19 cases,1497
tested positive,1473
nuevos casos,1420
19 testing,1399
covid cases,1364
19 vaccines,1319
omicron covid19,1295
due covid,1293
covid19 coronavirus,1293
new york,1245
public health,1221
2021 12,1154
19 test,1150
new coronavirus,1148
positivo covid,1134
coronavirus covid19,1111
24 horas,1105
fully vaccinated,1078
year eve,999
get vaccinated,954
cases covid,938
satgas covid,931
covid omicron,912
tests positive,900
sars cov,875
at home,849
vaksinasi covid,847
19 vaccination,841
19 tests,838
variante ómicron,835
000 new,833
di jakarta,830
covid19 vaccine,827
últimas 24,825
viruses covid,825
casos coronavirus,824
lokasi karantina,822
daily covid,819
24 hours,817
contagios covid,813
penularan covid,812
united states,809
19 infections,809
get covid,803
protokol kesehatan,782
30 12,779
12 27,766
test positive,764
covid19 variantes,751
data covid19,745
pcr test,734
covid19 publichealth,733
health data,732
casos positivos,729
gon na,726
jakarta nataruwaspadacovidantisipasi,724
usa usa,720
single day,720
12 2021,717
datascience analytics,716
analytics health,716
publichealth covid,716
omicron globalhealth,716
covid insights,715
analytics team,715
usafacts datavisualization,715
datavisualization datascience,715
27 covid,714
covid19 pandemic,712
vaksin covid,707
insights analytics,694
team usafacts,694
testing positive,694
pfizer covid,690
coronavirus pandemic,683
19 case,681
covid19 covid_19,678
south africa,676
saat ini,676
19 patients,668
close contact,659
coronavirus vaccine,651
two years,647
melalui asi,646
vaccine booster,641
19 melalui,630
19 booster,629
covid covid19,627
19 protocols,627
asi dan,627
dan menyusui,626
positivity rate,621
home covid,617
belum terdeteksi,617
19 deaths,615
tidak perlu,613
omicron surge,611
sampai saat,611
ibu menyusui,607
19 omicron,606
menyusui belum,605
ini penularan,604
perlu menghindari,603
berhenti menyusui,601
menyusui tidak,598
menghindari atau,597
atau berhenti,597
positivos covid,595
terdeteksi ibu,593
common cold,590
covid19 covid,585
cases reported,585
record numbers,565
menyusui nataruwaspadacovidantisipasi,560
coronavirus omicron,553
ron desantis,553
casos covid19,551
etiqueta día,550
19 di,547
dec 30,546
non vaccinés,545
qu il,542
omicron cases,540
19 surge,540
one day,538
new covid19,534
confirmed covid,534
many people,532
est pas,523
world record,522
get tested,522
30dic etiqueta,517
wear mask,514
test kits,506
pcr tests,505
stay safe,502
last year,498
coronavirus covid,497
booster shot,495
health care,495
covid vaccine,494
per day,493
karantina di,490
health officials,489
aumento casos,488
omicron coronavirus,485
dio positivo,482
next week,481
fin año,481
19 tambah,479
stay home,479
variant omicron,478
19 update,477
tambah lokasi,476
cases per,475
100 000,472
positive covid19,471
nuevos contagios,470
30 diciembre,467
covidtesting covid19,464
12 30,463
vaccination status,462
testing sites,458
last week,453
19 outbreak,452
york city,452
covid19 covidtesting,451
19 yang,451
contagios coronavirus,448
50 506,448
active cases,446
cases omicron,445
hospitalized covid,443
via youtube,443
nuevo récord,441
cruise ships,438
looks like,438
covid deaths,437
19 list,434
vous avez,433
surge covid,432
december 30,429
au covid,428
30 2021,427
19 spread,426
johnson amp,426
19 isolation,424
last 24,421
joe biden,421
air purifier,421
cases rise,416
air purifiers,415
19 untuk,413
untuk anak,413
19 bacteria,412
19 via,411
purifier helps,411
instant air,410
helps remove,410
remove 99,410
99 viruses,410
bacteria allergens,410
allergens smoke,410
smoke advanced,410
advanced in,410
in hepa,410
hepa 13,410
13 filtration,410
filtration plasma,410
plasma ion,410
ion technology,410
technology large,410
large room,410
room ap300,410
ap300 pearlworks,410
pearlworks remove,410
remove viruses,410
rapid tests,409
times square,409
10 days,408
da covid,401
purifiers proven,400
proven see,400
december 2021,399
amid covid,398
12 15,397
new daily,395
año nuevo,394
doses covid,393
amp johnson,393
year old,390
died covid,384
19 virus,383
anak usia,379
récord contagios,379
record high,378
du covid,378
luar negeri,378
around world,377
novel coronavirus,377
drsamirkrsingh sushant_says,377
spread covid,375
new years,373
il est,372
nouveaux cas,371
long term,369
vacunación covid,368
cause illness,365
positivo coronavirus,365
du masque,364
19 positive,363
contagios covid19,362
illness prevent,360
like covid,360
yang sudah,360
19 hospitalizations,359
covid19 vaccination,359
omicron covid,358
us covid,357
19 air,356
cruise travel,355
virus covid,354
isolation period,353
perjalanan luar,352
delta omicron,350
penggunaan darurat,347
confirmed cases,345
