tweet_id	date	time	lang	country_code
1553954578684874754	2022-08-01	04:03:37	in	NULL
1553954594329280512	2022-08-01	04:03:41	ja	NULL
1553954604831760384	2022-08-01	04:03:43	en	NULL
1553954605813432320	2022-08-01	04:03:43	en	NULL
1553954606685773824	2022-08-01	04:03:43	es	NULL
1553954609122758656	2022-08-01	04:03:44	en	NULL
1553954609734922241	2022-08-01	04:03:44	en	NULL
1553954625744556032	2022-08-01	04:03:48	en	NULL
1553954628961677312	2022-08-01	04:03:49	en	NULL
1553954632941969408	2022-08-01	04:03:50	en	NULL
1553954646045200384	2022-08-01	04:03:53	nl	NULL
1553954646888222721	2022-08-01	04:03:53	art	NULL
1553954651921195009	2022-08-01	04:03:54	en	NULL
1553954657911066625	2022-08-01	04:03:56	in	NULL
1553954660813242370	2022-08-01	04:03:56	en	NULL
1553954661324836864	2022-08-01	04:03:56	es	NULL
1553954670808383488	2022-08-01	04:03:59	en	NULL
1553954674989862912	2022-08-01	04:04:00	es	NULL
1553954681604423685	2022-08-01	04:04:01	en	NULL
1553954687203811328	2022-08-01	04:04:03	en	NULL
1553954704379752448	2022-08-01	04:04:07	ja	NULL
1553954706795667456	2022-08-01	04:04:07	en	NULL
1553954708582178822	2022-08-01	04:04:08	en	NULL
1553954710746324992	2022-08-01	04:04:08	en	NULL
1553954711866605571	2022-08-01	04:04:09	en	NULL
1553954713149767680	2022-08-01	04:04:09	en	NULL
1553954716878393345	2022-08-01	04:04:10	en	NULL
1553954722310025216	2022-08-01	04:04:11	in	NULL
1553954723652423681	2022-08-01	04:04:11	en	NULL
1553954731264974848	2022-08-01	04:04:13	en	NULL
1553954739099881473	2022-08-01	04:04:15	ja	NULL
1553954750441439233	2022-08-01	04:04:18	en	NULL
1553954755512246272	2022-08-01	04:04:19	en	NULL
1553954761619161089	2022-08-01	04:04:20	en	NULL
1553954762814414849	2022-08-01	04:04:21	en	NULL
1553954764701847554	2022-08-01	04:04:21	en	NULL
1553954766514016257	2022-08-01	04:04:22	en	NULL
1553954770796556293	2022-08-01	04:04:23	ja	NULL
1553954773514215424	2022-08-01	04:04:23	en	NULL
1553954779889831937	2022-08-01	04:04:25	in	NULL
1553954782737760256	2022-08-01	04:04:25	in	NULL
1553954783131623424	2022-08-01	04:04:26	en	NULL
1553954787942547456	2022-08-01	04:04:27	in	NULL
1553954791667433472	2022-08-01	04:04:28	in	NULL
1553954811544064000	2022-08-01	04:04:32	en	NULL
1553954823648776192	2022-08-01	04:04:35	en	NULL
1553954828690239489	2022-08-01	04:04:36	en	NULL
1553954829273223169	2022-08-01	04:04:37	ja	NULL
1553954833153298432	2022-08-01	04:04:37	in	NULL
1553954838857261058	2022-08-01	04:04:39	qme	NULL
1553954842376548352	2022-08-01	04:04:40	in	NULL
1553954850177568769	2022-08-01	04:04:42	ja	NULL
1553954851930923010	2022-08-01	04:04:42	en	NULL
1553954857849176069	2022-08-01	04:04:43	en	NULL
1553954858071457792	2022-08-01	04:04:43	es	NULL
1553954858549383168	2022-08-01	04:04:44	en	NULL
1553954859560361985	2022-08-01	04:04:44	en	NULL
1553954871094611968	2022-08-01	04:04:47	in	NULL
1553954871912579073	2022-08-01	04:04:47	en	NULL
1553954875246907394	2022-08-01	04:04:48	or	NULL
1553954881710473216	2022-08-01	04:04:49	en	NULL
1553954884201979905	2022-08-01	04:04:50	en	NULL
1553954895702605824	2022-08-01	04:04:52	en	NULL
1553954902405259264	2022-08-01	04:04:54	en	NULL
1553954903730446336	2022-08-01	04:04:54	in	NULL
1553954905756381184	2022-08-01	04:04:55	in	NULL
1553954919274651649	2022-08-01	04:04:58	en	NULL
1553954923083169793	2022-08-01	04:04:59	en	NULL
1553954934239899648	2022-08-01	04:05:02	in	ID
1553954942787788800	2022-08-01	04:05:04	en	NULL
1553954944469843969	2022-08-01	04:05:04	en	NULL
1553954946370129920	2022-08-01	04:05:04	in	NULL
1553954949838643200	2022-08-01	04:05:05	en	NULL
1553954950761177088	2022-08-01	04:05:06	in	NULL
1553954951881035776	2022-08-01	04:05:06	in	NULL
1553954953626255360	2022-08-01	04:05:06	in	NULL
1553954956897845248	2022-08-01	04:05:07	in	NULL
1553954958030114816	2022-08-01	04:05:07	en	NULL
1553954960273915904	2022-08-01	04:05:08	en	NULL
1553954961771622401	2022-08-01	04:05:08	in	NULL
1553954967102271488	2022-08-01	04:05:09	en	NULL
1553954972563283970	2022-08-01	04:05:11	en	NULL
1553954975172149248	2022-08-01	04:05:11	en	NULL
1553954986412847104	2022-08-01	04:05:14	es	NULL
1553954989608882177	2022-08-01	04:05:15	in	NULL
1553955000996487172	2022-08-01	04:05:17	en	NULL
1553955010559492096	2022-08-01	04:05:20	en	NULL
1553955013629825026	2022-08-01	04:05:20	en	NULL
1553955018616840193	2022-08-01	04:05:22	en	NULL
1553955019195838469	2022-08-01	04:05:22	in	NULL
1553955020541816832	2022-08-01	04:05:22	in	NULL
1553955021255057409	2022-08-01	04:05:22	it	NULL
1553955024312549376	2022-08-01	04:05:23	in	NULL
1553955031124262912	2022-08-01	04:05:25	en	NULL
1553955034500632576	2022-08-01	04:05:25	en	NULL
1553955039231836160	2022-08-01	04:05:27	en	NULL
1553955049126109187	2022-08-01	04:05:29	en	NULL
1553955053504970752	2022-08-01	04:05:30	de	NULL
1553955065576054784	2022-08-01	04:05:33	zxx	NULL
1553955068923490304	2022-08-01	04:05:34	ja	NULL
1553955074719723520	2022-08-01	04:05:35	in	NULL
1553955076573925376	2022-08-01	04:05:36	ja	NULL
1553955078083469314	2022-08-01	04:05:36	in	NULL
1553955078570414080	2022-08-01	04:05:36	en	NULL
1553955080994529280	2022-08-01	04:05:37	en	NULL
1553955088099467264	2022-08-01	04:05:38	en	NULL
1553955091551424513	2022-08-01	04:05:39	ja	NULL
1553955092650676224	2022-08-01	04:05:39	in	ID
1553955094709911557	2022-08-01	04:05:40	it	NULL
1553955098879004672	2022-08-01	04:05:41	es	NULL
1553955107976658945	2022-08-01	04:05:43	en	NULL
1553955111654682624	2022-08-01	04:05:44	in	NULL
1553955112737030145	2022-08-01	04:05:44	en	NULL
1553955117799448579	2022-08-01	04:05:45	en	NULL
1553955124376002560	2022-08-01	04:05:47	in	NULL
1553955125513064448	2022-08-01	04:05:47	en	NULL
1553955125970239488	2022-08-01	04:05:47	in	ID
1553955126255112192	2022-08-01	04:05:47	ko	NULL
1553955128876548096	2022-08-01	04:05:48	in	NULL
1553955135461609472	2022-08-01	04:05:50	en	NULL
1553955144127041538	2022-08-01	04:05:52	en	NULL
1553955150099881984	2022-08-01	04:05:53	en	DE
1553955162678775808	2022-08-01	04:05:56	in	NULL
1553955162917568512	2022-08-01	04:05:56	qme	NULL
1553955163181826049	2022-08-01	04:05:56	fr	NULL
1553955170072940545	2022-08-01	04:05:58	in	NULL
1553955176519585792	2022-08-01	04:05:59	en	NULL
1553955179371696128	2022-08-01	04:06:00	en	NULL
1553955183742296064	2022-08-01	04:06:01	en	NULL
1553955189098364929	2022-08-01	04:06:02	en	NULL
1553955191732506624	2022-08-01	04:06:03	en	NULL
1553955219016298497	2022-08-01	04:06:09	en	NULL
1553955219633246208	2022-08-01	04:06:10	en	NULL
1553955221155770368	2022-08-01	04:06:10	en	NULL
1553955237605834752	2022-08-01	04:06:14	in	NULL
1553955238473830402	2022-08-01	04:06:14	es	NULL
1553955240843481089	2022-08-01	04:06:15	in	NULL
1553955253636042752	2022-08-01	04:06:18	en	NULL
1553955269788725248	2022-08-01	04:06:22	in	NULL
1553955272602820615	2022-08-01	04:06:22	es	NULL
1553955286838218754	2022-08-01	04:06:26	en	NULL
1553955293125566465	2022-08-01	04:06:27	en	NULL
1553955298313809921	2022-08-01	04:06:28	zxx	NULL
1553955305632894977	2022-08-01	04:06:30	in	NULL
1553955305633255425	2022-08-01	04:06:30	in	NULL
1553955305805185024	2022-08-01	04:06:30	in	NULL
1553955305880399872	2022-08-01	04:06:30	in	NULL
1553955305947406336	2022-08-01	04:06:30	in	NULL
1553955306497245184	2022-08-01	04:06:30	in	NULL
1553955306589532161	2022-08-01	04:06:30	in	NULL
1553955306803449856	2022-08-01	04:06:30	in	NULL
1553955307340107778	2022-08-01	04:06:31	en	NULL
1553955308208156672	2022-08-01	04:06:31	in	NULL
1553955310540582918	2022-08-01	04:06:31	in	NULL
1553955310616072194	2022-08-01	04:06:31	in	NULL
1553955310624460800	2022-08-01	04:06:31	in	NULL
1553955310645047296	2022-08-01	04:06:31	in	NULL
1553955310670209024	2022-08-01	04:06:31	in	NULL
1553955310712172545	2022-08-01	04:06:31	in	NULL
1553955310733168643	2022-08-01	04:06:31	in	NULL
1553955310779346946	2022-08-01	04:06:31	in	NULL
1553955311005773825	2022-08-01	04:06:31	in	NULL
1553955311157129216	2022-08-01	04:06:31	in	NULL
1553955311299731456	2022-08-01	04:06:31	in	NULL
1553955312633163776	2022-08-01	04:06:32	in	NULL
1553955312633528320	2022-08-01	04:06:32	in	NULL
1553955312654495745	2022-08-01	04:06:32	in	NULL
1553955312683851777	2022-08-01	04:06:32	in	NULL
1553955312696463360	2022-08-01	04:06:32	in	NULL
1553955312717086720	2022-08-01	04:06:32	in	NULL
1553955312725786626	2022-08-01	04:06:32	in	NULL
1553955312754774017	2022-08-01	04:06:32	in	NULL
1553955312776155139	2022-08-01	04:06:32	in	NULL
1553955312780328961	2022-08-01	04:06:32	in	NULL
1553955312784506881	2022-08-01	04:06:32	in	NULL
1553955312784519169	2022-08-01	04:06:32	in	NULL
1553955312822284288	2022-08-01	04:06:32	in	NULL
1553955312834527232	2022-08-01	04:06:32	in	NULL
1553955312834555904	2022-08-01	04:06:32	in	NULL
1553955312864206848	2022-08-01	04:06:32	in	NULL
1553955312881008640	2022-08-01	04:06:32	in	NULL
1553955312884805633	2022-08-01	04:06:32	in	NULL
1553955312914161664	2022-08-01	04:06:32	in	NULL
1553955312927129601	2022-08-01	04:06:32	in	NULL
1553955313048748033	2022-08-01	04:06:32	in	NULL
1553955313115873280	2022-08-01	04:06:32	in	NULL
1553955313182654464	2022-08-01	04:06:32	in	NULL
1553955313329782784	2022-08-01	04:06:32	in	NULL
1553955313409466368	2022-08-01	04:06:32	in	NULL
1553955313425846272	2022-08-01	04:06:32	in	NULL
1553955313497571328	2022-08-01	04:06:32	in	NULL
1553955313526513665	2022-08-01	04:06:32	in	NULL
1553955313627570178	2022-08-01	04:06:32	in	NULL
1553955313887629312	2022-08-01	04:06:32	in	NULL
1553955313904414720	2022-08-01	04:06:32	in	NULL
1553955313942142976	2022-08-01	04:06:32	in	NULL
1553955313979535360	2022-08-01	04:06:32	in	NULL
1553955314768449536	2022-08-01	04:06:32	in	NULL
1553955315695374336	2022-08-01	04:06:33	in	NULL
1553955315800231936	2022-08-01	04:06:33	in	NULL
1553955315837976581	2022-08-01	04:06:33	in	NULL
1553955315846377472	2022-08-01	04:06:33	in	NULL
1553955316244439040	2022-08-01	04:06:33	in	NULL
1553955316337082369	2022-08-01	04:06:33	in	NULL
1553955316957847552	2022-08-01	04:06:33	in	NULL
1553955319969386496	2022-08-01	04:06:34	in	NULL
1553955320010969088	2022-08-01	04:06:34	in	NULL
1553955321831641088	2022-08-01	04:06:34	in	NULL
1553955322112356353	2022-08-01	04:06:34	in	NULL
1553955322170994688	2022-08-01	04:06:34	in	NULL
1553955322339151872	2022-08-01	04:06:34	in	NULL
1553955322934411264	2022-08-01	04:06:34	in	NULL
1553955323178029056	2022-08-01	04:06:34	in	NULL
1553955323328999425	2022-08-01	04:06:34	in	NULL
1553955323492581376	2022-08-01	04:06:34	in	NULL
1553955324163264512	2022-08-01	04:06:35	in	NULL
1553955324465389568	2022-08-01	04:06:35	en	NULL
1553955324825985024	2022-08-01	04:06:35	in	NULL
1553955324838973442	2022-08-01	04:06:35	in	NULL
