covid,167857
19,149500
coronavirus,125706
covid19,118740
trump,35678
cases,34763
new,28958
people,28115
amp,27281
pandemic,23216
us,20485
deaths,17038
realdonaldtrump,16413
000,16378
via,15189
virus,15116
one,14526
2020,13044
health,12872
like,12737
10,12454
di,12302
get,11851
biden,11820
day,11461
news,11373
vaccine,10878
casos,10861
time,10647
il,10020
die,9515
23,9364
plan,9192
would,9098
et,8948
mask,8641
need,8629
state,8548
going,8505
today,8488
per,8328
lockdown,8255
record,8176
si,8070
know,8064
da,8009
please,7892
see,7866
says,7863
still,7860
many,7728
help,7641
government,7638
could,7631
since,7522
go,7515
said,7442
world,7440
death,7365
americans,7298
est,7208
pandemia,7158
country,7153
vote,7077
des,7053
masks,6903
daily,6888
even,6750
president,6729
last,6720
re,6690
first,6675
positive,6673
test,6631
care,6585
china,6578
covid_19,6503
braun,6502
good,6481
due,6417
the,6390
states,6337
million,6333
total,6291
number,6270
back,6211
year,6170
na,6060
take,6041
du,5987
corona,5802
work,5798
say,5766
also,5724
24,5720
read,5687
joebiden,5685
spread,5672
america,5626
public,5589
well,5512
non,5503
live,5499
think,5474
right,5418
make,5402
months,5364
patients,5259
pour,5249
testing,5214
palliatives,5214
response,5213
high,5159
corner,5141
week,5087
let,5018
away,5013
dan,4983
want,4978
way,4925
home,4868
days,4815
20,4810
keep,4805
another,4768
much,4699
pas,4689
data,4678
stop,4611
case,4609
crisis,4588
really,4561
salud,4560
debate,4535
wear,4523
social,4520
dr,4514
reported,4511
may,4494
highest,4466
lives,4444
rate,4408
restrictions,4406
joe,4380
great,4378
uk,4370
support,4356
died,4326
tests,4298
must,4250
nuevos,4206
come,4193
risk,4191
che,4182
contagios,4152
der,4107
latest,4083
flu,4055
every,4032
infections,4020
hospital,4019
fauci,4019
two,4005
safe,4004
update,4003
friday,4003
never,3990
gop,3978
donald,3976
end,3971
report,3969
medidas,3967
october,3928
free,3928
india,3925
school,3919
look,3893
children,3891
reports,3872
economy,3839
100,3834
got,3833
remdesivir,3826
next,3818
times,3810
across,3792
usa,3778
business,3776
second,3766
life,3746
numbers,3719
long,3674
je,3649
plus,3637
face,3596
stay,3595
control,3586
county,3577
au,3577
11,3572
man,3570
made,3563
election,3561
fda,3549
use,3549
everyone,3517
better,3504
nothing,3504
study,3488
warehouse,3425
in,3423
around,3403
dans,3401
real,3400
ca,3400
und,3393
years,3367
gt,3341
global,3316
done,3306
getting,3303
une,3303
rounding,3274
schools,3272
15,3248
oct,3225
family,3225
das,3225
food,3211
mais,3175
22,3166
dead,3161
qui,3146
video,3145
watch,3143
check,3123
yet,3108
12,3097
impact,3094
france,3093
open,3082
single,3074
thank,3066
full,3057
ne,3041
treatment,3030
día,3023
top,3019
14,3001
youtube,2992
em,2987
lies,2984
hoy,2948
house,2931
tested,2926
wave,2925
american,2924
outbreak,2921
breaking,2913
god,2913
to,2905
money,2901
community,2894
healthcare,2880
va,2875
sur,2875
ce,2870
science,2861
find,2858
ve,2845
personas,2832
rise,2826
thanks,2823
ever,2820
job,2805
information,2802
give,2788
wearing,2783
working,2776
local,2771
van,2766
united,2761
already,2755
coming,2754
hit,2753
lost,2740
palliative,2730
30,2706
increase,2705
continue,2699
thing,2696
país,2692
libur,2689
hospitals,2685
media,2684
disease,2682
europe,2680
post,2661
sure,2659
show,2652
part,2651
protect,2647
endsars,2647
com,2626
far,2601
believe,2600
safety,2591
bad,2579
confirmed,2561
best,2560
population,2558
mil,2558
het,2545
ser,2541
important,2536
big,2534
fact,2530
positivo,2526
national,2507
surge,2502
hope,2502
things,2498
anyone,2497
change,2489
person,2488
start,2485
panjang,2485
fight,2482
businesses,2478
amid,2478
without,2474
oh,2468
cdc,2458
least,2450
night,2448
cnn,2447
não,2446
yes,2444
force,2443
00,2439
research,2432
medical,2431
weeks,2419
drug,2418
tell,2408
truth,2407
thursday,2394
contact,2385
and,2370
ist,2369
article,2368
might,2365
covid__19,2351
white,2350
students,2343
longweekendtaati3m,2336
countries,2324
kids,2323
gobierno,2319
untuk,2319
vous,2311
infected,2308
love,2307
learn,2305
put,2289
yesterday,2284
online,2276
someone,2274
cas,2274
rising,2270
system,2263
octubre,2261
recovery,2254
par,2253
follow,2243
updates,2225
travel,2223
florida,2222
mundo,2210
españa,2202
team,2198
economic,2197
old,2196
infection,2188
place,2186
story,2182
16,2178
set,2171
needs,2168
penyebaran,2164
tetap,2161
of,2160
something,2154
eu,2150
found,2147
active,2144
saying,2131
everything,2126
it,2122
winter,2122
muertes,2120
relief,2109
ai,2102
yang,2101
taking,2098
experts,2093
pm,2092
share,2088
situation,2086
hard,2085
app,2084
dying,2083
shows,2079
13,2079
remember,2077
méxico,2076
horas,2075
call,2066
qu,2065
