gram,counts
covid 19,64627
freedom fear,4938
19 vaccine,3714
omicron variant,3268
dec6coup whatshappeninginmyanmar,2796
terroristsjunta dec6coup,2576
fear terroristsjunta,2512
19 cases,2438
19 pandemic,2358
whatshappeninginmyanmar dec6coup,2214
fear whatshappeninginmyanmar,2061
new covid,1978
19 vaccination,1515
19 vaccines,1405
new york,1380
new cases,1310
dec6coup terroristsjunta,1282
variante ómicron,1248
fully vaccinated,1233
vaccine mandate,1159
covid19 vaccine,1153
private sector,1080
coronavirus pandemic,1053
2021 12,1041
south africa,1018
covid19 coronavirus,1008
coronavirus covid19,1008
positive covid,1007
public health,922
19 variant,902
covid19 omicron,847
sars cov,830
covid omicron,798
tested positive,785
omicron covid,772
covid19 pandemic,771
york city,755
sign petition,753
casos covid,751
omicron coronavirus,737
health data,732
12 03,730
covid19 publichealth,729
data covid19,725
free covid,723
datascience analytics,716
covid insights,715
analytics team,715
usafacts datavisualization,715
datavisualization datascience,715
analytics health,715
publichealth covid,715
omicron globalhealth,715
petition via,714
03 covid,711
nuevos casos,699
insights analytics,697
team usafacts,697
19 omicron,685
19 restrictions,683
every household,679
get vaccinated,663
omicron covid19,661
mandate private,660
país coronavirus,659
miles vidas,656
propongo pancarta,655
pancarta próximo,655
próximo 8m,655
8m celebre,655
celebre españa,655
españa intención,655
intención enmendar,655
enmendar error,655
error costado,655
costado miles,655
vidas país,655
coronavirus mata,655
mata machismo,655
covid19 covid_19,640
12 2021,638
tests every,631
primer caso,621
test positive,612
vacunación covid,607
antigen tests,603
rapid antigen,603
december 2021,589
nueva variante,583
19 rapid,580
19 booster,575
24 horas,575
imam nasser,567
suu kyi,566
coronavirus variant,563
100 000,554
cruise ship,551
united states,543
due covid,543
terroristsjunta whatshappeninginmyanmar,540
doug ford,533
06 12,527
via cdnchange,527
coronavirus cases,523
19 test,523
cases covid,517
ford free,508
year old,499
variant omicron,494
jean castex,494
qu il,490
get covid,489
cases omicron,487
household sign,485
health officials,483
pfizer covid,482
aung san,482
san suu,476
covid cases,475
24 hours,469
19 deaths,467
19 testing,466
covid19 covid,462
variant coronavirus,462
últimas 24,460
sector workers,456
coronavirus vaccine,455
new orleans,452
covid deaths,444
19 di,444
caso variante,442
covid19 cases,438
bill blasio,436
nasser mohammed,427
19 infections,422
covid vaccine,417
booster shot,407
est pas,407
variant covid,405
coronavirus covid,402
flexibilizaciónampliada puebloprotegido,402
last year,400
19 vaccinations,390
puebloprotegido ceofanb,389
getting covid,388
ómicron coronavirus,387
vaccine mandates,387
covid19 vaccination,387
vaksinasi covid,381
new omicron,379
corona covid19,371
cases per,370
next pandemic,370
