tweet_id	date	time	lang	country_code
1513004450453016578	2022-04-10	04:02:25	in	NULL
1513004450499149827	2022-04-10	04:02:25	in	NULL
1513004450637623299	2022-04-10	04:02:25	in	NULL
1513004450708918276	2022-04-10	04:02:25	in	NULL
1513004450998272001	2022-04-10	04:02:26	ro	NULL
1513004451111526401	2022-04-10	04:02:26	in	NULL
1513004451203891202	2022-04-10	04:02:26	in	NULL
1513004451224821765	2022-04-10	04:02:26	in	NULL
1513004451451346949	2022-04-10	04:02:26	in	NULL
1513004451468087304	2022-04-10	04:02:26	in	NULL
1513004451572953091	2022-04-10	04:02:26	in	NULL
1513004451786805251	2022-04-10	04:02:26	in	NULL
1513004452524920834	2022-04-10	04:02:26	en	NULL
1513004452646633476	2022-04-10	04:02:26	in	NULL
1513004453217062921	2022-04-10	04:02:26	in	NULL
1513004462088019972	2022-04-10	04:02:28	de	NULL
1513004467368517632	2022-04-10	04:02:29	in	NULL
1513004473916010497	2022-04-10	04:02:31	es	NULL
1513004475807531009	2022-04-10	04:02:31	in	NULL
1513004488742871042	2022-04-10	04:02:35	fi	NULL
1513004520460095488	2022-04-10	04:02:42	en	NULL
1513004521856798720	2022-04-10	04:02:42	en	NULL
1513004527515226113	2022-04-10	04:02:44	zh	NULL
1513004531864375296	2022-04-10	04:02:45	in	NULL
1513004549954547714	2022-04-10	04:02:49	fr	NULL
1513004552492003328	2022-04-10	04:02:50	en	NULL
1513004556216463365	2022-04-10	04:02:51	en	NULL
1513004571165143040	2022-04-10	04:02:54	es	NULL
1513004573480603649	2022-04-10	04:02:55	zh	NULL
1513004578564096004	2022-04-10	04:02:56	in	NULL
1513004579868188680	2022-04-10	04:02:56	en	NULL
1513004587892224001	2022-04-10	04:02:58	in	NULL
1513004601179766788	2022-04-10	04:03:01	en	NULL
1513004602492215297	2022-04-10	04:03:02	en	NULL
1513004610373488645	2022-04-10	04:03:04	en	NULL
1513004619584061443	2022-04-10	04:03:06	zh	NULL
1513004626127298564	2022-04-10	04:03:07	es	NULL
1513004634302197763	2022-04-10	04:03:09	in	NULL
1513004643533611008	2022-04-10	04:03:11	en	NULL
1513004647807655942	2022-04-10	04:03:12	es	NULL
1513004651485941764	2022-04-10	04:03:13	und	NULL
1513004653092372483	2022-04-10	04:03:14	ja	NULL
1513004655554732036	2022-04-10	04:03:14	en	NULL
1513004656317718530	2022-04-10	04:03:14	en	NULL
1513004658549133317	2022-04-10	04:03:15	in	NULL
1513004659904073739	2022-04-10	04:03:15	und	NULL
1513004675146326016	2022-04-10	04:03:19	in	NULL
1513004692858875907	2022-04-10	04:03:23	in	NULL
1513004698630238209	2022-04-10	04:03:25	in	NULL
1513004699020308485	2022-04-10	04:03:25	th	NULL
1513004703822405636	2022-04-10	04:03:26	en	NULL
1513004712882106368	2022-04-10	04:03:28	und	NULL
1513004726811463680	2022-04-10	04:03:31	und	NULL
1513004732117557248	2022-04-10	04:03:33	in	NULL
1513004742321967108	2022-04-10	04:03:35	en	NULL
1513004760315891715	2022-04-10	04:03:39	in	NULL
1513004761070866433	2022-04-10	04:03:39	en	NULL
1513004768221872130	2022-04-10	04:03:41	en	NULL
1513004770696564736	2022-04-10	04:03:42	en	NULL
1513004776539054084	2022-04-10	04:03:43	in	ID
1513004780968300544	2022-04-10	04:03:44	en	NULL
1513004793060540416	2022-04-10	04:03:47	en	NULL
1513004798647300096	2022-04-10	04:03:48	en	NULL
1513004806843301889	2022-04-10	04:03:50	en	NULL
1513004815818768385	2022-04-10	04:03:53	hi	NULL
1513004820222861314	2022-04-10	04:03:54	es	NULL
1513004821976006657	2022-04-10	04:03:54	in	ID
1513004823066591232	2022-04-10	04:03:54	en	NULL
1513004826224779264	2022-04-10	04:03:55	en	NULL
1513004838929448962	2022-04-10	04:03:58	en	NULL
1513004847045361665	2022-04-10	04:04:00	en	NULL
1513004857031991304	2022-04-10	04:04:02	en	NULL
1513004860194492416	2022-04-10	04:04:03	und	NULL
1513004863126441986	2022-04-10	04:04:04	en	NULL
1513004870277943300	2022-04-10	04:04:06	und	NULL
1513004870877564930	2022-04-10	04:04:06	en	NULL
1513004891911831563	2022-04-10	04:04:11	zh	NULL
1513004899071578119	2022-04-10	04:04:12	en	NULL
1513004899788902400	2022-04-10	04:04:13	en	NULL
1513004910799093762	2022-04-10	04:04:15	in	NULL
1513004912728182784	2022-04-10	04:04:16	in	NULL
1513004913353232384	2022-04-10	04:04:16	pt	NULL
1513004913353445376	2022-04-10	04:04:16	in	NULL
1513004920181444608	2022-04-10	04:04:17	und	NULL
1513004927442108416	2022-04-10	04:04:19	en	NULL
1513004930638184454	2022-04-10	04:04:20	en	NULL
1513004931564949506	2022-04-10	04:04:20	en	NULL
1513004932550385669	2022-04-10	04:04:20	en	NULL
1513004940406706177	2022-04-10	04:04:22	en	NULL
1513004958118907911	2022-04-10	04:04:26	in	ID
