tweet_id	date	time	lang	country_code
1589105623529967616	2022-11-06	04:01:19	zh	NULL
1589105665561485312	2022-11-06	04:01:29	en	NULL
1589105665687318529	2022-11-06	04:01:29	qam	NULL
1589105675069784064	2022-11-06	04:01:31	en	NULL
1589105694812377089	2022-11-06	04:01:36	en	NULL
1589105697048125441	2022-11-06	04:01:36	en	NULL
1589105737376354304	2022-11-06	04:01:46	en	NULL
1589105744774893568	2022-11-06	04:01:48	in	NULL
1589105765431713792	2022-11-06	04:01:53	en	NULL
1589105789750632449	2022-11-06	04:01:59	in	NULL
1589105798806130688	2022-11-06	04:02:01	en	NULL
1589105851268497408	2022-11-06	04:02:13	es	NULL
1589105870671347712	2022-11-06	04:02:18	en	NULL
1589105872328085504	2022-11-06	04:02:18	en	NULL
1589105881559740417	2022-11-06	04:02:20	en	NULL
1589105891118567426	2022-11-06	04:02:23	es	NULL
1589105894222184450	2022-11-06	04:02:23	en	NULL
1589105933959196672	2022-11-06	04:02:33	in	NULL
1589105967324573699	2022-11-06	04:02:41	en	NULL
1589106049461936129	2022-11-06	04:03:01	fr	NULL
1589106065861640192	2022-11-06	04:03:04	en	NULL
1589106068025913345	2022-11-06	04:03:05	es	NULL
1589106099676155904	2022-11-06	04:03:12	en	NULL
1589106146417471488	2022-11-06	04:03:24	en	NULL
1589106192424767488	2022-11-06	04:03:35	et	NULL
1589106250784309250	2022-11-06	04:03:49	in	NULL
1589106261010022400	2022-11-06	04:03:51	en	NULL
1589106263128178689	2022-11-06	04:03:51	en	NULL
1589106284443234304	2022-11-06	04:03:57	en	NULL
1589106285899051010	2022-11-06	04:03:57	en	NULL
1589106287421587457	2022-11-06	04:03:57	en	NULL
1589106363933696000	2022-11-06	04:04:15	es	NULL
1589106369117814784	2022-11-06	04:04:17	en	NULL
1589106375988224003	2022-11-06	04:04:18	en	NULL
1589106388684664834	2022-11-06	04:04:21	zh	NULL
1589106389007626240	2022-11-06	04:04:21	qht	NULL
1589106418191585280	2022-11-06	04:04:28	pt	NULL
1589106419013652480	2022-11-06	04:04:29	qme	NULL
1589106427766792192	2022-11-06	04:04:31	en	NULL
1589106451946950658	2022-11-06	04:04:36	en	NULL
1589106458410373120	2022-11-06	04:04:38	ja	NULL
1589106461116108800	2022-11-06	04:04:39	en	NULL
1589106484390285313	2022-11-06	04:04:44	zh	NULL
1589106505785430018	2022-11-06	04:04:49	ja	NULL
1589106515914653696	2022-11-06	04:04:52	qme	NULL
1589106555743784960	2022-11-06	04:05:01	en	NULL
1589106645837438978	2022-11-06	04:05:23	en	NULL
1589106662493016065	2022-11-06	04:05:27	es	NULL
1589106682462081024	2022-11-06	04:05:31	es	NULL
1589106690087174145	2022-11-06	04:05:33	en	NULL
1589106693711228928	2022-11-06	04:05:34	ja	NULL
1589106696479477761	2022-11-06	04:05:35	ja	NULL
1589106748442677248	2022-11-06	04:05:47	en	NULL
1589106768512417792	2022-11-06	04:05:52	es	NULL
1589106842147631107	2022-11-06	04:06:10	en	NULL
1589106842483195904	2022-11-06	04:06:10	en	NULL
1589106853803622400	2022-11-06	04:06:12	en	NULL
1589106906320506882	2022-11-06	04:06:25	en	NULL
1589106914356760577	2022-11-06	04:06:27	en	NULL
1589106974092038144	2022-11-06	04:06:41	en	NULL
1589106993402642434	2022-11-06	04:06:46	en	NULL
1589107014512545792	2022-11-06	04:06:51	en	NULL
1589107021709987843	2022-11-06	04:06:52	en	NULL
1589107039321456640	2022-11-06	04:06:57	en	NULL
1589107049073606658	2022-11-06	04:06:59	fr	NULL
1589107072112947200	2022-11-06	04:07:04	es	NULL
1589107147853340672	2022-11-06	04:07:22	en	NULL
1589107168841646081	2022-11-06	04:07:27	ko	NULL
1589107183106789378	2022-11-06	04:07:31	qme	NULL
1589107187498254336	2022-11-06	04:07:32	en	NULL
1589107248395354113	2022-11-06	04:07:46	zh	NULL
1589107354989387776	2022-11-06	04:08:12	en	NULL
1589107363046473728	2022-11-06	04:08:14	qme	NULL
1589107405895348225	2022-11-06	04:08:24	en	NULL
1589107448660516864	2022-11-06	04:08:34	ja	NULL
1589107478339682304	2022-11-06	04:08:41	ja	NULL
1589107488867115009	2022-11-06	04:08:44	en	NULL
1589107514276474888	2022-11-06	04:08:50	en	NULL
1589107538527924224	2022-11-06	04:08:56	pt	NULL
1589107569674846209	2022-11-06	04:09:03	in	NULL
1589107625106739200	2022-11-06	04:09:16	en	NULL
1589107636783697920	2022-11-06	04:09:19	in	NULL
1589107638213963778	2022-11-06	04:09:19	fr	NULL
1589107664193454080	2022-11-06	04:09:25	en	NULL
1589107671860662273	2022-11-06	04:09:27	en	NULL
1589107675932938240	2022-11-06	04:09:28	ja	NULL
1589107688612380672	2022-11-06	04:09:31	ja	NULL
1589107706258157569	2022-11-06	04:09:36	in	NULL
1589107711752384512	2022-11-06	04:09:37	ja	NULL
1589107769046896641	2022-11-06	04:09:50	en	NULL
1589107780610203648	2022-11-06	04:09:53	ja	NULL
1589107804572614656	2022-11-06	04:09:59	en	NULL
1589107852916195328	2022-11-06	04:10:10	und	NULL
1589107855407583232	2022-11-06	04:10:11	ja	NULL
1589107879814074369	2022-11-06	04:10:17	de	NULL
1589107880204341248	2022-11-06	04:10:17	en	NULL
1589107895345549312	2022-11-06	04:10:21	en	NULL
1589107941176934401	2022-11-06	04:10:32	in	NULL
1589107943634792449	2022-11-06	04:10:32	fr	NULL
1589107972042784768	2022-11-06	04:10:39	en	NULL
1589107973703766018	2022-11-06	04:10:39	in	NULL
1589107976656265216	2022-11-06	04:10:40	en	NULL
1589108024182030338	2022-11-06	04:10:51	en	NULL
1589108025842860032	2022-11-06	04:10:52	en	NULL
1589108027130519552	2022-11-06	04:10:52	en	NULL
1589108032184717312	2022-11-06	04:10:53	en	NULL
1589108032818274305	2022-11-06	04:10:53	es	NULL
1589108033333911553	2022-11-06	04:10:54	en	NULL
1589108036685434880	2022-11-06	04:10:54	ja	NULL
1589108044532703232	2022-11-06	04:10:56	en	NULL
