gram,counts
covid 19,41902
19 vaccine,3481
19 cases,1493
19 pandemic,1462
19 vaccines,1379
covid19 coronavirus,1196
19 vaccination,1188
fully vaccinated,1113
new cases,999
2021 10,904
new covid,901
nuevos casos,729
covid19 vaccine,669
coronavirus covid_19,667
casos covid,662
coronavirus covid19,661
19 deaths,634
19 covid,631
19 booster,618
23 10,603
public health,565
10 19,551
get vaccinated,549
covid data,547
data insights,540
insights data,539
data scientists,539
scientists usafacts,539
usafacts dataanalysis,539
dataanalysis datascience,539
datascience dataanalytics,539
dataanalytics datavisualizations,539
datavisualizations covid19,539
10 2021,525
get covid,464
24 horas,463
19 di,457
vaccination drive,431
últimas 24,405
coronavirus pandemic,399
booster shots,394
sars cov,393
coronavirus covid,393
boris johnson,388
24 hours,385
coronavirus cases,379
oktober 2021,378
india remarkable,373
delta plus,372
vaksinasi covid,372
remarkable covid,370
pfizer covid,356
due covid,355
23 octubre,353
percaya jokowi,347
day covid,345
pandemi covid,343
10 23,339
23 oktober,339
less likely,337
da covid,331
covid deaths,329
pfizer biontech,327
covid vaccine,326
positive covid,325
covid19 cases,325
vaccinated covid,323
cases covid,321
per 1k,320
100 000,312
covid cases,309
covid19 pandemic,308
1k population,307
population county,304
oct 23,299
likely die,298
october 2021,296
16 326,294
deaths per,294
booster shot,293
vaccine mandates,284
nuevos contagios,282
vaksin covid,281
united states,277
coronavirus restrictions,275
covid19 vaccination,274
release jfk,272
active cases,265
long term,264
celebrating india,263
died covid,263
last 24,262
spread covid,262
vaccine doses,260
vacunación covid,260
casos activos,259
jfk assassination,258
confirmed covid,256
coronavirus argentina,255
pandemia covid19,254
cases per,254
vaccine passport,253
casos positivos,252
covid19 vaccines,251
side effects,248
от covid,245
october 23,244
delta variant,243
coronavirus vaccine,240
new coronavirus,239
vacuna covid,237
covid19 covid,233
covid19 covid_19,229
casos coronavirus,228
19 outbreak,227
23 2021,227
19 patients,224
100 crore,223
covid covid19,223
20 2021,220
contagios covid,219
people died,219
oct 20,219
via youtube,218
year old,217
casos nuevos,215
many people,214
health care,213
pandemia covid,213
growth 7d,212
vaccinated people,209
namo app,209
unvaccinated people,208
delays release,207
us confirmed,206
tested positive,204
fake news,204
7d us,204
covid growth,204
22 10,203
per cent,202
new zealand,200
muertes covid,198
successfully served,198
provincial crown,198
mandamus application,198
2021 waiting,198
pretrial judicial,198
judicial review,198
passport criminal,198
criminal lawsuit,198
please donate,198
expert witnesses,198
19 via,196
โคว ด19,195
need expert,195
पर कर,195
19 vaccinations,194
new deaths,194
assassination records,194
served provincial,190
crown filed,190
filed mandamus,190
application oct,190
waiting pretrial,190
review vaccine,190
donate need,190
19 update,188
biontech covid,186
rakyat percaya,184
daily thanks,182
gain function,182
19 infections,182
wear mask,181
cases deaths,180
vaccine mandate,180
people vaccinated,180
variante delta,180
fda says,179
octubre 2021,178
says covid,178
biden delays,177
death toll,176
total number,174
dosis vacuna,173
10 21,172
vacunas covid,172
19 infection,171
kasus covid,170
covidvaccine covid19,170
prime minister,169
last year,168
lord sumption,168
12041987 12041987,168
10 22,167
blaming covid,167
covid_19 covid19,166
19 restrictions,166
19 test,165
study finds,165
sábado 23,165
oct23coup whatshappeninginmyanmar,164
reino unido,163
million people,162
october 22,162
records blaming,162
vaccine manufacturers,161
covid coronavirus,161
90 effective,160
19 testing,159
pregnant women,159
getting covid,158
year olds,158
outweigh risks,158
know covid,158
spike proteins,158
200 000,157
new study,156
casos confirmados,156
ottawa please,156
vaccine covid,155
natural immunity,155
doses covid,155
pcr test,154
tests positive,153
protokol kesehatan,153
doses administered,152
immunity covid,152
19 protocol,152
tell us,150
covid19vic covid19aus,149
lawsuit ottawa,149
pfizer says,148
auspol covid19vic,148
pm modi,147
south island,146
effective kids,146
deaths associated,146
covid19aus covidvaccine,146
pandemia coronavirus,145
test positive,145
gt gt,145
number deaths,145
corona covid19,144
326 new,144
casos covid19,144
die covid,144
908 nuevos,144
dose covid,143
di indonesia,143
new york,143
covid19 23,143
covid19 auspol2021,143
auspol2021 coviduk,143
coviduk covid19sa,143
covid19sa covid19nsw,143
vaccine 90,142
vaccine booster,142
confirmed cases,142
19 protocols,142
johnson amp,140
coronavirus live,140
covid19nsw covid19qld,140
got covid,139
mental health,139
cases reported,139
coronavirus disease,139
happybirthdayprabhas prabhas,138
prabhas nizamprabhasfc,138
nizamprabhasfc prabhasgirlsfc,138
prabhasgirlsfc teamprabhasoffl,138
teamprabhasoffl akhilprabhas18,138
akhilprabhas18 prasad_darling,138
prasad_darling dhonifiedrebel,138
dhonifiedrebel fanofprabha,138
fanofprabha prabhasjapanfc,138
prabhasjapanfc prabhas_fc_,138
prabhas_fc_ hemusavii,138
hemusavii rohith_vennela,138
rohith_vennela tejarebel10,138
tejarebel10 abhinavprabhas_,138
abhinavprabhas_ rebelstarstan,138
rebelstarstan covid19,138
contre covid,137
covid19 radheshaym,137
radheshaym jai,137
jai prabhas,137
amp johnson,137
covid19qld covid19wa,137
glenn thompson,136
immune system,136
nuovi casi,136
new covid19,135
mask wearing,135
salud pública,135
waning immunity,135
cpi da,134
covid19wa covid19nt,133
second dose,132
another lockdown,132
covid19nt covid19tas,132
died covid19,131
