tweet_id	date	time	lang	country_code
1514454171747074050	2022-04-14	04:03:06	en	NULL
1514454175866028034	2022-04-14	04:03:07	und	NULL
1514454177144983562	2022-04-14	04:03:07	in	NULL
1514454187584921600	2022-04-14	04:03:10	tl	NULL
1514454193133735940	2022-04-14	04:03:11	fr	NULL
1514454200826179594	2022-04-14	04:03:13	en	NULL
1514454222506500102	2022-04-14	04:03:18	en	NULL
1514454226046361606	2022-04-14	04:03:19	en	NULL
1514454227774734337	2022-04-14	04:03:19	en	NULL
1514454230270099458	2022-04-14	04:03:20	es	NULL
1514454231687864320	2022-04-14	04:03:20	und	NULL
1514454233575088129	2022-04-14	04:03:21	en	NULL
1514454234619838466	2022-04-14	04:03:21	in	NULL
1514454247991296001	2022-04-14	04:03:24	in	NULL
1514454250491117573	2022-04-14	04:03:25	in	ID
1514454252118331405	2022-04-14	04:03:25	en	NULL
1514454257826639874	2022-04-14	04:03:26	en	NULL
1514454258619338758	2022-04-14	04:03:27	en	NULL
1514454260674883584	2022-04-14	04:03:27	in	NULL
1514454267931009027	2022-04-14	04:03:29	en	NULL
1514454272318259200	2022-04-14	04:03:30	und	NULL
1514454275195564034	2022-04-14	04:03:31	tl	NULL
1514454284061974532	2022-04-14	04:03:33	in	NULL
1514454288680255491	2022-04-14	04:03:34	en	NULL
1514454299102920708	2022-04-14	04:03:36	en	NULL
1514454308028354564	2022-04-14	04:03:38	en	NULL
1514454313149497348	2022-04-14	04:03:40	tl	NULL
1514454315238256641	2022-04-14	04:03:40	en	NULL
1514454315921932292	2022-04-14	04:03:40	in	NULL
1514454322888683522	2022-04-14	04:03:42	en	NULL
1514454328639389702	2022-04-14	04:03:43	en	NULL
1514454330086080514	2022-04-14	04:03:44	in	NULL
1514454330841124866	2022-04-14	04:03:44	fr	NULL
1514454336708952072	2022-04-14	04:03:45	und	NULL
1514454339275960325	2022-04-14	04:03:46	pl	NULL
1514454344720076801	2022-04-14	04:03:47	in	NULL
1514454346053812226	2022-04-14	04:03:47	en	NULL
1514454347685535747	2022-04-14	04:03:48	en	NULL
1514454350197837828	2022-04-14	04:03:48	und	NULL
1514454356019531777	2022-04-14	04:03:50	in	NULL
1514454371060584449	2022-04-14	04:03:53	en	NULL
1514454374810107910	2022-04-14	04:03:54	en	NULL
1514454375745597440	2022-04-14	04:03:55	und	NULL
1514454379910209543	2022-04-14	04:03:56	en	NULL
1514454383396016130	2022-04-14	04:03:56	in	ID
1514454388500463617	2022-04-14	04:03:58	en	NULL
1514454390790369286	2022-04-14	04:03:58	en	NULL
1514454401615859719	2022-04-14	04:04:01	en	NULL
1514454407638917121	2022-04-14	04:04:02	en	NULL
1514454410658676742	2022-04-14	04:04:03	en	NULL
1514454413250682884	2022-04-14	04:04:03	en	CN
1514454413414666243	2022-04-14	04:04:04	en	NULL
1514454422285271042	2022-04-14	04:04:06	en	NULL
1514454424399147009	2022-04-14	04:04:06	en	CN
1514454427092013059	2022-04-14	04:04:07	en	NULL
1514454435023527937	2022-04-14	04:04:09	es	NULL
1514454441151279106	2022-04-14	04:04:10	en	NULL
1514454444091781129	2022-04-14	04:04:11	en	NULL
1514454450160783361	2022-04-14	04:04:12	es	NULL
1514454452404555777	2022-04-14	04:04:13	hi	NULL
1514454459841224715	2022-04-14	04:04:15	en	NULL
1514454466350940160	2022-04-14	04:04:16	en	NULL
1514454467483160576	2022-04-14	04:04:16	und	NULL
1514454473426489348	2022-04-14	04:04:18	zh	NULL
1514454492456304643	2022-04-14	04:04:22	und	NULL
1514454495865958401	2022-04-14	04:04:23	en	NULL
1514454498789687296	2022-04-14	04:04:24	en	NULL
1514454501683392515	2022-04-14	04:04:25	gu	NULL
1514454505877876739	2022-04-14	04:04:26	en	NULL
1514454510504095744	2022-04-14	04:04:27	en	NULL
1514454510860603398	2022-04-14	04:04:27	zh	NULL
1514454512651882496	2022-04-14	04:04:27	en	NULL
1514454514715475972	2022-04-14	04:04:28	in	NULL
1514454520818208768	2022-04-14	04:04:29	en	NULL
1514454536827641857	2022-04-14	04:04:33	en	NULL
1514454538425667588	2022-04-14	04:04:33	en	NULL
1514454549439959040	2022-04-14	04:04:36	es	NULL
1514454553521192960	2022-04-14	04:04:37	in	NULL
1514454555160834054	2022-04-14	04:04:37	zh	NULL
1514454558646452234	2022-04-14	04:04:38	und	NULL
1514454559841783810	2022-04-14	04:04:38	de	NULL
1514454574635302912	2022-04-14	04:04:42	in	NULL
1514454575788437508	2022-04-14	04:04:42	en	NULL
1514454576065179651	2022-04-14	04:04:42	en	NULL
1514454595015168003	2022-04-14	04:04:47	ar	NULL
1514454609984643072	2022-04-14	04:04:50	en	NULL
1514454614770397185	2022-04-14	04:04:52	en	NULL
1514454615630413825	2022-04-14	04:04:52	en	NULL
1514454641198923781	2022-04-14	04:04:58	in	NULL
1514454649645928452	2022-04-14	04:05:00	pt	NULL
1514454652187815939	2022-04-14	04:05:00	es	NULL
1514454657707479041	2022-04-14	04:05:02	es	NULL
1514454670751965186	2022-04-14	04:05:05	ja	NULL
1514454676229427200	2022-04-14	04:05:06	tl	NULL
1514454677043421184	2022-04-14	04:05:06	ja	NULL
1514454681983983617	2022-04-14	04:05:08	en	NULL
1514454684072873985	2022-04-14	04:05:08	es	NULL
1514454731535572993	2022-04-14	04:05:19	en	NULL
1514454744504446976	2022-04-14	04:05:22	und	NULL
1514454747885060096	2022-04-14	04:05:23	en	NULL
1514454749134798850	2022-04-14	04:05:24	en	NULL
1514454765153157121	2022-04-14	04:05:27	in	NULL
1514454768982409218	2022-04-14	04:05:28	tr	NULL
1514454769938669576	2022-04-14	04:05:29	en	NULL
