covid,19721
19,16460
covid19,9048
coronavirus,4559
china,4357
vaccine,3188
people,2312
amp,2150
without,1907
taking,1803
pandemic,1695
get,1629
say,1616
qr,1577
link,1496
digital,1416
vaccines,1407
click,1398
paper,1342
new,1289
cases,1250
certificate,1226
card,1219
virus,1179
boosters,1153
protests,1152
2022,1091
vaccinesget,1054
fauci,1037
exemption,995
et,971
des,940
deaths,913
world,909
die,894
health,883
one,856
like,849
letters,847
us,846
still,806
11,797
27,790
lockdown,789
time,785
casos,781
est,774
di,731
chinese,726
via,669
2020,668
know,666
would,656
vaccination,646
public,638
il,627
trump,624
news,608
da,607
du,603
none,581
many,580
says,567
xi,564
see,552
government,548
years,543
flu,541
country,536
dr,534
pas,533
never,515
shanghai,512
lab,504
und,503
could,502
also,499
000,498
back,494
across,487
pour,487
lockdowns,486
even,476
une,475
work,463
vaccinated,451
der,451
test,451
day,450
zero,446
data,446
ccp,446
need,445
well,443
na,433
death,432
spread,431
study,431
pandemia,431
non,430
since,429
good,428
getting,426
qui,424
died,422
wuhan,421
infection,417
10,414
want,412
send,410
take,407
long,403
beijing,400
right,397
first,393
das,393
restrictions,392
go,388
risk,385
million,382
mask,382
si,382
passports,380
dm,379
media,378
anti,378
em,375
said,369
omicron,369
november,367
year,365
scan,365
due,364
global,364
got,358
may,352
per,351
children,351
make,349
evidence,349
going,348
sars,345
policy,343
think,343
plus,343
research,341
masks,341
booster,341
corona,340
ne,340
care,336
help,335
please,334
ce,332
dan,330
re,329
pfizer,326
102añosambenalasvenceremos,325
nov,319
ist,319
science,318
salud,318
patients,318
social,317
par,317
jinping,316
contre,315
made,314
open,311
safe,310
theory,310
nicht,309
control,308
leak,307
number,307
usa,306
last,305
every,305
com,305
step,305
support,302
daily,298
cov,298
au,295
100,293
home,293
much,291
let,290
free,289
americans,286
read,285
man,282
vous,281
another,280
disease,279
je,279
mais,276
sur,275
não,275
medical,274
way,274
anger,272
days,269
stop,269
measures,269
covidisnotover,267
today,265
keep,265
everyone,265
dans,265
around,263
case,263
mrna,262
vaccin,261
infections,258
chinaprotests,258
curbs,257
mind,256
cdc,253
times,252
transmission,252
reported,252
che,252
states,250
use,250
state,250
20,249
part,248
qu,247
completely,246
elonmusk,243
gt,243
week,242
response,241
chine,241
nuevos,240
30,239
cause,239
vax,238
total,238
fire,238
protest,237
video,237
report,237
the,236
24,236
really,236
26,236
soon,234
ont,234
effective,233
months,232
den,232
india,231
hospital,231
cities,231
life,231
come,230
real,229
far,228
end,228
killed,226
post,223
zu,223
uk,223
immunity,222
contagios,222
positive,222
two,220
look,220
better,220
population,218
outbreak,218
acuerdoporlapaz,218
record,217
police,217
40,216
2019,216
2021,216
fact,216
prevent,214
healthcare,214
latest,214
family,213
testing,213
12,211
high,211
iphone,210
face,209
imacelebrity,208
mit,208
22,206
human,206
sont,206
tests,205
deadly,204
yes,203
15,203
ve,202
für,202
oh,202
rate,202
sie,201
current,201
von,199
enough,199
next,198
symptoms,198
biden,198
sunday,198
nicolasmaduro,198
bad,197
early,197
reports,197
impact,197
14,197
50,197
influenza,196
25,196
28,196
show,195
ca,195
workers,194
inquiry,194
semana,193
find,192
points,192
point,191
çin,191
call,190
yang,190
youtube,190
update,189
lost,189
avec,187
della,187
dying,187
00,186
wave,186
best,186
live,185
país,185
article,185
great,185
certainly,185
united,184
spreading,184
um,184
yet,183
tell,182
start,181
economy,181
strongly,181
big,180
used,179
war,179
created,177
protect,177
believe,177
something,177
change,177
gop,177
schools,176
het,176
mippcivzla,176
elsewhere,176
thing,175
remember,175
system,174
twitter,174
following,174
bien,174
millions,174
letter,174
already,173
16,172
pay,172
cold,172
ils,172
covid_19,172
hancock,172
xinjiang,170
cards,170
party,169
ich,169
american,168
variants,168
dose,168
21,168
including,167
nothing,167
coming,167
passport,167
brain,166
money,165
process,165
city,165
freedom,165
based,165
erupt,164
sick,164
anyone,164
sarscov2,164
truth,164
found,164
sure,163
mundo,163
auch,163
matthancock,163
personas,162
ba,162
ou,161
brasil,161
must,160
hoax,160
día,160
ukraine,159
things,159
wrong,159
thanks,159
shot,159
america,157
van,157
severe,156
hit,156
tried,156
kasus,155
according,154
done,154
crisis,154
ai,153
started,153
away,153
infected,152
among,152
80,152
vacunas,152
27nov,152
related,152
called,151
launch,151
eine,151
nous,149
im,148
caused,148
looks,148
school,147
sa,147
actually,146
president,146
ever,145
longcovid,145
countries,144
apple,144
doses,144
took,144
national,144
protesters,144
vacunación,144
seen,143
vacina,143
watch,143
business,143
auf,143
39,143
approval,143
vacuna,143
anything,142
wef,142
sich,142
protestas,142
als,142
always,142
petition,142
vs,142
aux,142
noviembre,142
ça,141
ivermectin,140
chinalockdown,140
effects,140
rsv,140
medidas,140
myocarditis,140
kids,140
strict,139
analysis,139
might,138
communist,138
continue,138
needs,138
mandates,138
blood,138
hope,138
citizens,138
untuk,137
rise,137
policies,137
lives,137
mass,137
18,137
increase,136
damage,136
confirmed,136
eu,136
thank,135
information,135
west,135
maybe,135
amid,135
love,135
unvaccinated,134
shit,134
chinauprising,134
common,134
variant,133
dead,133
doctor,133
three,132
lot,132
vaksin,132
rates,132
dosis,132
australia,132
available,132
etc,131
fait,131
info,131
told,131
17,131
stats,130
narrative,130
least,129
stay,129
canada,129
others,129
tweet,129
put,129
south,129
de,129
top,129
check,128
foxnews,128
été,128
xijinping,128
potus,127
technology,127
thread,126
full,126
person,126
understand,126
france,126
important,126
heart,125
different,125
thousands,125
higher,125
politique,125
numbers,125
comme,125
likely,124
seems,124
variante,124
age,123
gov,123
give,123
old,123
shots,123
va,122
happening,122
cette,122
scientific,121
vaccins,121
fight,121
años,121
ago,121
less,120
wear,120
true,120
