tweet_id	date	time	lang	country_code
1555765932383174659	2022-08-06	04:01:17	en	NULL
1555765945117081600	2022-08-06	04:01:20	kn	NULL
1555765946555412480	2022-08-06	04:01:21	zh	NULL
1555765948111519744	2022-08-06	04:01:21	en	NULL
1555765955917221889	2022-08-06	04:01:23	en	NULL
1555765963299045377	2022-08-06	04:01:25	in	NULL
1555765963664277504	2022-08-06	04:01:25	en	NULL
1555765995071062016	2022-08-06	04:01:32	qht	NULL
1555766009981804548	2022-08-06	04:01:36	en	NULL
1555766010166525955	2022-08-06	04:01:36	en	NULL
1555766016361533440	2022-08-06	04:01:37	en	NULL
1555766017791369218	2022-08-06	04:01:38	hi	NULL
1555766027404726272	2022-08-06	04:01:40	ja	NULL
1555766042789642240	2022-08-06	04:01:43	en	NULL
1555766062054051841	2022-08-06	04:01:48	zh	NULL
1555766063551639553	2022-08-06	04:01:48	in	NULL
1555766090017406977	2022-08-06	04:01:55	en	NULL
1555766098896855040	2022-08-06	04:01:57	zh	NULL
1555766117473198080	2022-08-06	04:02:01	en	NULL
1555766122670170112	2022-08-06	04:02:03	qht	NULL
1555766130064646149	2022-08-06	04:02:04	en	NULL
1555766132338225152	2022-08-06	04:02:05	en	NULL
1555766163098898432	2022-08-06	04:02:12	en	NULL
1555766167243223040	2022-08-06	04:02:13	en	NULL
1555766167318720512	2022-08-06	04:02:13	ja	NULL
1555766190198382595	2022-08-06	04:02:19	und	NULL
1555766190462873600	2022-08-06	04:02:19	zh	NULL
1555766193738289152	2022-08-06	04:02:19	en	NULL
1555766210843013120	2022-08-06	04:02:24	in	NULL
1555766216102252551	2022-08-06	04:02:25	en	NULL
1555766222708699137	2022-08-06	04:02:26	in	NULL
1555766238789378048	2022-08-06	04:02:30	in	NULL
1555766247836745728	2022-08-06	04:02:32	in	NULL
1555766248864382976	2022-08-06	04:02:33	ja	NULL
1555766254626938881	2022-08-06	04:02:34	en	NULL
1555766289200726016	2022-08-06	04:02:42	es	NULL
