covid,175496
19,157920
coronavirus,140511
covid19,122202
trump,40915
amp,31744
people,27653
cases,26627
new,23567
pandemic,23171
vaccine,21060
us,19181
via,18968
virus,17287
deaths,16354
health,15563
realdonaldtrump,15438
get,15116
news,14414
china,14077
says,13674
one,13293
like,13128
2020,13113
would,12595
000,12422
chinese,11493
test,11463
government,11050
casos,11013
testing,10627
world,10474
time,10428
know,9777
need,9685
positive,9503
made,9485
help,9324
cdc,9319
americans,9035
16,8925
could,8881
today,8876
masks,8848
dr,8820
india,8661
mask,8622
president,8622
go,8441
di,8247
take,8182
due,8008
many,7973
still,7893
even,7824
said,7752
day,7727
back,7492
year,7278
may,7218
tests,7209
state,7158
work,7088
going,7045
the,7043
spread,7043
see,6992
lab,6990
public,6911
death,6902
please,6893
die,6795
herd,6782
right,6775
million,6771
make,6696
read,6680
school,6571
lockdown,6469
response,6440
total,6424
pandemia,6354
country,6336
think,6292
live,6289
et,6259
twitter,6254
10,6217
good,6191
biden,6138
first,6120
si,6117
states,6096
care,6047
re,6016
also,6013
say,5991
plan,5947
da,5911
well,5843
corona,5781
kesehatan,5764
24,5735
want,5726
data,5708
crisis,5555
protokol,5546
home,5512
virologist,5509
way,5477
des,5373
much,5367
stop,5339
per,5281
life,5276
free,5266
face,5259
last,5248
let,5236
15,5159
intentionally,5152
support,5145
100,5076
keep,5070
uk,5069
man,5064
social,5024
died,5002
vaccines,4998
since,4991
released,4972
america,4912
na,4909
covid_19,4902
200,4837
20,4826
number,4780
global,4770
days,4768
september,4754
patients,4724
business,4723
must,4716
schools,4687
tested,4660
really,4635
house,4635
dan,4614
months,4550
il,4465
du,4460
great,4447
update,4417
safe,4407
report,4392
risk,4378
salud,4299
flu,4290
est,4287
next,4284
everyone,4258
daily,4249
nuevos,4246
youtube,4241
lives,4240
every,4219
students,4218
children,4201
media,4195
director,4182
immunity,4176
better,4153
big,4138
economy,4132
ve,4124
12,4119
wear,4119
11,4114
rate,4113
case,4098
check,4066
latest,4063
american,4046
vote,3990
another,3970
long,3934
possible,3914
donald,3908
never,3874
got,3839
week,3832
bill,3789
2021,3788
believe,3775
look,3775
control,3763
away,3744
30,3731
end,3721
times,3714
gt,3711
dead,3703
hospital,3698
yan,3693
officials,3693
staff,3690
to,3682
impact,3676
available,3649
use,3607
mentality,3605
county,3600
reported,3588
getting,3587
around,3575
pour,3571
football,3570
50,3542
high,3541
truth,3532
two,3518
usa,3516
in,3508
ca,3503
whistleblower,3489
restrictions,3484
watch,3460
confirmed,3459
done,3451
science,3449
job,3447
come,3443
14,3429
trumplied200kdied,3422
wuhan,3413
created,3412
family,3408
disiplinwajibmasker,3403
joebiden,3399
real,3397
white,3390
em,3376
protect,3354
show,3354
system,3326
lost,3318
top,3312
ccp,3265
study,3253
lies,3206
gop,3199
post,3195
stay,3190
research,3180
important,3176
thanks,3168
person,3161
video,3157
told,3153
kids,3152
saying,3146
hope,3144
evidence,3134
yet,3126
numbers,3125
join,3124
reports,3097
wednesday,3092
years,3073
second,3062
and,3032
relief,3003
party,2998
contagios,2998
article,2987
enough,2983
start,2980
local,2978
open,2972
money,2968
community,2956
without,2952
updates,2943
thank,2942
democrats,2940
pas,2933
nothing,2928
thing,2911
sign,2902
ever,2902
already,2901
au,2867
national,2864
needs,2863
medical,2857
vacuna,2851
part,2834
wearing,2831
working,2830
love,2825
madrid,2820
sure,2818
everything,2803
país,2803
recovery,2803
claims,2799
federal,2797
give,2789
weeks,2780
fact,2777
best,2765
symptoms,2758
anyone,2757
change,2757
disease,2745
mil,2743
tell,2738
less,2736
put,2733
information,2733
09,2732
trying,2727
outbreak,2716
sur,2711
economic,2710
workers,2707
find,2703
safety,2698
amid,2694
personas,2682
com,2674
hoy,2663
played,2646
online,2627
penyebaran,2626
une,2616
far,2613
origin,2606
yes,2593
businesses,2593
oh,2574
abc,2574
countries,2560
muertes,2556
hours,2555
mark,2553
travel,2553
city,2552
families,2538
call,2523
coming,2517
non,2510
cnn,2503
play,2478
normal,2478
return,2477
untuk,2470
mundo,2470
jobs,2468
things,2459
forced,2458
dalam,2455
provide,2451
south,2438
of,2438
full,2431
bad,2429
shows,2411
li,2401
up,2398
might,2393
infections,2391
learn,2390
leadership,2388
mais,2385
soon,2383
across,2382
election,2375
plus,2369
foxnews,2365
oct,2365
minister,2349
education,2345
actually,2343
dans,2334
fight,2331
yustisi,2330
continue,2327
infection,2319
god,2318
ser,2310
pm,2308
21,2305
infected,2295
trust,2295
healthcare,2294
share,2284
medidas,2281
speaks,2277
increase,2276
ll,2272
story,2267
someone,2265
ne,2262
recovered,2258
human,2250
communist,2244
kita,2243
ini,2236
knew,2236
others,2235
positivo,2234
17,2233
follow,2229
save,2224
despite,2223
anti,2222
dos,2222
scientists,2214
team,2209
college,2209
yang,2208
der,2208
something,2203
it,2199
future,2187
including,2180
potus,2170
taking,2168
13,2163
breaking,2162
gobierno,2159
meng,2158
results,2157
día,2145
não,2128
sept,2124
season,2123
likely,2119
united,2119
quarantine,2115
canada,2115
joe,2108
18,2106
wrong,2103
least,2100
90,2098
making,2091
march,2089
anything,2084
university,2082
population,2081
rt,2079
point,2076
va,2075
cause,2070
tucker,2065
sick,2062
always,2062
masyarakat,2056
early,2055
behind,2053
