gram,counts
covid 19,64314
19 vaccine,4668
19 pandemic,2467
19 cases,2249
19 vaccines,1582
covid19 coronavirus,1529
19 vaccination,1445
get vaccinated,1388
fully vaccinated,1218
new cases,1154
covid19 vaccine,1149
new covid,1103
19 di,991
vaksinasi covid,985
2021 09,945
coronavirus covid19,872
nuevos casos,832
pon xx,826
sep30coup whatshappeninginmyanmar,784
public health,780
covid19 pandemic,773
due covid,750
casos covid,742
19 deaths,740
get covid,735
coronavirus covid_19,732
myanmarcovidsos sep30coup,700
09 28,693
pregnant women,683
19 thanks,670
give insight,665
data scientists,665
covid visualizations,663
visualizations give,663
usafacts covidvislualizations,663
covidvislualizations coviddata,663
coviddata smcanalytics,663
smcanalytics covid19,663
28 covid,655
insight covid,655
health care,655
thanks data,651
scientists usafacts,651
september 2021,625
vaccinated covid,616
natural immunity,600
pregnant people,592
30 09,573
24 horas,567
xx lancar,555
positive covid,553
polrimaksimalkankeamananpastikan pon,549
covid cases,545
tage inzidenz,544
19 patients,541
sars cov,540
vacunación covid,526
di papua,526
coronavirus pandemic,525
vaccine mandate,512
zum coronavirus,501
30 septiembre,497
09 2021,492
sie die,490
corona zahlen,489
30 september,487
covid19 covid,486
die neuesten,486
rki daten,486
gesundheittäglich aktuelle,485
aktuelle corona,485
hier erfahren,485
erfahren sie,485
neuesten rki,485
daten zum,485
coronavirus von,485
von tage,485
inzidenz bis,485
últimas 24,480
year old,474
19 vaccinations,472
zahlen und,472
regeln für,470
und regeln,469
covid19 cases,465
19 booster,451
covid19 vaccination,443
died covid,439
delta variant,439
da covid,436
coronavirus vaccine,432
cases covid,431
19 update,429
30 2021,423
24 hours,421
response covid,419
coronavirus cases,417
dosis vacuna,414
19 test,411
covid19 vaccines,409
vacuna covid,408
last year,402
cyril ramaphosa,396
president cyril,392
long term,390
non stop,388
tested positive,386
september 30,383
radio hits,373
stream here,372
here gt,372
gt non,372
stop hits,372
today rideshare,372
rideshare radio,372
hits uber,372
uber nowplaying,372
nowplaying stayathome,372
stayathome sydneylockdown,372
sydneylockdown rideshareradio,372
rideshareradio covid19,372
covid19 poleng,372
poleng ruokday,372
vaccine mandates,372
19 testing,372
srmforcingofflineexams srmforcingofflineclasses,372
python programming,370
vacunas covid,370
ronaldo messi,369
casos positivos,369
19 mufc,368
mufc facingmtkenya,368
facingmtkenya freethewholestoro,368
freethewholestoro ruto,368
ruto desipconfke,368
desipconfke juventus,368
juventus javascript,368
javascript rkelly,368
rkelly championsleague,368
championsleague girls,368
girls barcelona,368
barcelona ronaldo,368
messi pytorch,368
pytorch nft,368
nft messi,368
messi python,368
programming project,368
project vt,368
vt quickrideke,368
quickrideke rmashe,368
rmashe munvil,368
munvil juvche,368
via youtube,367
hits 70s,366
70s today,366
covid deaths,365
active cases,364
kapolri minta,363
minta vaksinasi,363
papua ditingkatkan,363
srmist covid19,362
country response,362
dukung pon,360
pon kapolri,360
pandemi covid,357
srmforcingofflineclasses srmist,356
vaksin covid,355
developments country,355
ditingkatkan polrimaksimalkankeamananpastikan,355
covid19 stayhomestaysafe,354
für den,352
coronavirus covid,351
nuevos contagios,348
stayhomestaysafe srmktr,348
getting covid,344
pandemia covid,344
booster shots,332
vacunación covid19,326
srmktr srmramapuram,324
100 000,322
19 restrictions,321
first time,319
new york,315
vaccinated people,313
confirmed covid,311
contre covid,311
den landkreis,307
covid covid19,305
19 via,304
pandemia covid19,304
covid vaccine,298
23 529,296
unescoug unhumanrights,296
cmotamilnadu srm_univ,295
people died,294
united states,292
booster shot,291
14 days,291
mohfw_india nhm_tn,290
12 17,288
flu shot,288
pmoindia mohfw_india,288
srm_univ pmoindia,288
mental health,287
care workers,286
daily covid,285
