gram,counts
covid 19 pandemic,2057
covid 19 vaccine,1876
covid 19 cases,1659
covid 19 covid,1423
dukungakselerasivaksinasiwujudkan herd immunity,1409
covid19 covid 19,1348
get well soon,1342
positive covid 19,1200
19 covid omicron,1099
vaksinasi covid 19,917
new covid 19,829
2022 03 11,726
covid 19 di,722
latest covid insights,714
analytics team using,714
team using usafacts,714
using usafacts datavisualization,714
usafacts datavisualization datascience,714
datavisualization datascience analytics,714
datascience analytics healthtech,714
analytics healthtech data,714
healthtech data covid19,714
data covid19 publichealth,714
covid19 publichealth covid,714
publichealth covid globalhealth,714
covid globalhealth rstats,714
03 11 latest,708
11 latest covid,708
covid insights analytics,698
insights analytics team,698
casos covid 19,674
pandemi covid 19,652
covid 19 vaccines,632
patriadepaz pescadoresdepaz gnbcmdtgral,606
evitar contagio covid19,599
seguir medidas prevención,597
medidas prevención evitar,597
prevención evitar contagio,594
mhp tbmm grup,590
tests positive covid,576
obama tests positive,562
covid 19 restrictions,553
covid 19 vaccination,552
14mar gnbzulia invitamos,514
gnbzulia invitamos seguir,514
invitamos seguir medidas,514
14mar yosoyfanb patriadepaz,514
yosoyfanb patriadepaz pescadoresdepaz,514
pescadoresdepaz gnbcmdtgral ramosiriza,514
birthplace covid 19,488
percepatan vaksinasi covid,480
covid 19 dukungakselerasivaksinasiwujudkan,439
19 dukungakselerasivaksinasiwujudkan herd,439
vaksin covid 19,439
covid 19 outbreak,437
barack obama tests,419
pfizer ceo says,399
dose covid 19,396
due covid 19,385
covid19 cuidarnos tarea,365
contagio covid19 cuidarnos,364
covid 19 dengan,354
president barack obama,350
tested positive covid,343
covid 19 fort,341
19 fort detrick,341
positivo covid 19,328
últimas 24 horas,326
tanah air nusantara,324
covid 19 come,321
covid 19 nedeniyle,319
19 come fort,309
come fort detrick,309
per 1k population,309
saat 10 45,306
10 45 te,306
disiplin protokol kesehatan,305
1k population county,305
15mart2022 salı günü,305
45 te yapılacaktır,305
virus covid 19,304
tbmm grup toplantımız,304
salı günü yarın,304
günü yarın saat,304
yarın saat 10,304
te yapılacaktır grup,304
19 nedeniyle yalnızca,304
nedeniyle yalnızca milletvekillerimize,304
yalnızca milletvekillerimize açık,304
milletvekillerimize açık olacak,304
