gram,counts
covid 19,116902
19 vaccine,8745
covid19 sebebiyle,8118
bu iş,8116
iş yükü,8111
yeni atama,8111
kişilik kadro,8111
iş yükünü,8110
rterdogan vedatbilgn,8110
vedatbilgn ahmet_erdem60,8107
ahmet_erdem60 isyilmaz1971,8107
önlisans sosyal,8064
sosyal güvenlik,8064
güvenlik mezunları,8064
mezunları bu,8064
sebebiyle sgk,8054
sgk nın,8054
nın iş,8054
yükü artmıştır,8053
artmıştır önlisans,8053
vedatbilgn covid19,8052
isyilmaz1971 lutfiayddin,8031
atama döneminde,7988
döneminde 1500,7988
1500 kişilik,7988
hazırdır yeni,7792
yükünü sırtlanmaya,7543
sırtlanmaya hazırdır,7543
lutfiayddin 18binsosyalgüvenlikögrecileriatamabekliyor,6686
meu deus,5145
19 cases,4565
em paz,4327
kadro beklemektedir,4175
beklemektedir rterdogan,4175
19 pandemic,4035
paulo gustavo,3697
trump administration,3594
kadro beklemekte,3397
beklemekte rterdogan,3397
19 vaccination,3196
descanse em,3156
19 vaccines,2943
covid19 coronavirus,2518
2021 05,2338
coronavirus covid19,2193
da covid,2172
new covid,1967
covid19 vaccine,1874
covid19 pandemic,1837
new cases,1818
much worse,1801
19 stop,1780
due covid,1776
dv immigrants,1774
kcc_not_working dv2021,1773
worse situation,1769
experiencing much,1766
administration weaponized,1764
situation trump,1764
immigrants experiencing,1763
weaponized covid,1761
positive covid,1757
stop immigration,1753
potus administration,1682
immigration potus,1664
may 2021,1658
appointments available,1650
não não,1587
eu tô,1544
19 crisis,1530
vaccination appointments,1520
eu não,1492
cvs near,1472
ipl 2021,1418
available cvs,1405
sign 2021,1405
india covid,1392
muito triste,1386
public health,1382
covid19 cases,1335
get vaccinated,1302
coronavirus pandemic,1299
coronavirus cases,1289
05 04,1274
nuevos casos,1266
tested positive,1260
19 restrictions,1237
herd immunity,1235
casos covid,1230
fully vaccinated,1193
coronavirus vaccine,1192
04 05,1137
second wave,1124
20 million,1123
justice_for_dv kcc_not_working,1115
however dv,1095
administration however,1094
administration justice_for_dv,1073
get well,1068
deus conforte,1067
não acredito,1067
pa sign,992
19 patients,976
last year,973
24 horas,967
well soon,954
chinesvirus wuhanvirus,950
chinaliedpeopledied chinesvirus,949
get covid,946
05 2021,930
cpi da,925
19 di,917
india coronavirus,915
paz paulo,881
ऑक जन,866
24 hours,855
sars cov,853
vacuna covid,850
test positive,850
12 15,833
