gram,counts
covid 19,68100
08 2021,9574
aug15coup whatshappeninginmyanmar,5059
acceptnug_rejectmilitary aug15coup,4979
2021 vaccine,3683
pin code,3681
age limit,3679
covid19 pune,3679
min age,3678
dose1 capacity,3678
dose2 capacity,3678
dates available,3678
vaccine vaccinepune,3678
vaccinepune cowin,3678
cowin covid19,3678
19 vaccine,3469
limit 18,3418
16 08,3335
covishield min,3166
18 dose1,3154
19 cases,2816
available 16,2536
update covid,1646
15 08,1624
17 08,1619
delta variant,1607
2021 17,1601
daily update,1581
myanmarcovidsos acceptnug_rejectmilitary,1558
aug15coup acceptnug_rejectmilitary,1557
myanmar myanmarcovidsos,1552
19 pandemic,1547
19 myanmar,1547
fight covid,1542
19 vaccines,1443
pandemi covid,1396
also help,1373
19 vaccination,1370
every contribution,1350
contribution counts,1350
counts find,1350
organisations fight,1349
19 india,1322
fully vaccinated,1319
find also,1314
help organisations,1314
new cases,1295
india covid19indiahelp,1293
covid19 amp,1286
new covid,1252
donated rice,1203
rice oil,1203
foods residents,1200
coup acceptnug_rejectmilitary,1185
result covid19,1185
mandalay volunteers,1184
amp coup,1183
ready to,1183
eat foods,1181
volunteers donated,1180
to eat,1180
experiencing variety,1180
oil amp,1179
residents experiencing,1178
variety difficulties,1178
difficulties result,1178
amp ready,1177
get vaccinated,1111
available 15,1110
18 08,1102
2021 18,1094
tangguh indonesia,987
indonesia tangguh,977
acceptnug_rejectmilitary whatshappeninginmyanmar,968
indonesia tumbuh,962
myanmar people,916
15 agosto,909
protect us,908
19 08,900
19 di,892
covid19 coronavirus,884
people may,883
tumbuh pidatopresiden2021,883
buddhist monks,876
rest day,871
2021 19,870
monks never,870
never rest,870
prayers protect,870
day pray,869
junta brutality,869
pray myanmar,868
may prayers,868
19 aug15coup,867
brutality covid,866
us junta,865
nuevos casos,833
coronavirus cases,822
whatshappeninginmyanmar aug15coup,790
2021 20,747
19 crisis,746
positive covid,745
20 08,739
2021 16,722
coronavirus covid19,715
hospitalvaccines covishield,708
people covid,698
casos covid,684
new coronavirus,683
public health,678
died covid,648
covid19 vaccine,644
24 horas,622
dies covid,614
2021 08,588
sars cov,580
military dictatorship,570
vaksin covid,566
hospitalized covid,565
coronavirus pandemic,561
atrocities people,558
protest military,556
dictatorship atrocities,556
crisis staged,556
staged people,556
people ayemyatharyar,555
24 hours,552
august 2021,552
ayemyatharyar phakant,549
nicolasmaduro vladimirpadrino,549
últimas 24,548
vladimirpadrino gnbcmdtegral,546
covid19 pandemic,545
phakant whatshappeninginmyanmar,542
get covid,540
19 patients,538
ceofanb cuidarseeslaclave,534
cuidarseeslaclave gnbypuebloprotegidos,533
18 45,526
flight attendant,525
45 dose1,524
covid19 cases,510
coronavirus argentina,505
gnb ceofanb,501
gnbypuebloprotegidos nicolasmaduro,500
vaksinasi covid,493
testing positive,486
due covid,479
via youtube,478
cases covid,476
covaxin min,451
sign petition,450
โคว ด19,442
kita untuk,442
19 deaths,440
gt gt,437
19 via,436
united states,431
2021 21,431
petition via,428
200 000,428
21 08,427
august 15,425
last year,425
zeca pagodinho,422
19 brasil,421
vaccinated southwest,418
children hospitalized,410
coronavirus vaccine,409
vaccination cards,406
19 test,404
tested positive,403
coronavirus covid,402
000 new,398
per day,395
wear mask,393
variante delta,391
herd immunity,390
19 telah,389
health care,388
cases per,384
19 hospitalizations,382
15ago gnb,378
casos activos,371
covid19 vaccines,370
vaccinated people,368
19 infections,366
year old,366
pode ajudar,365
você também,364
também pode,364
vaccine passports,364
toda contribuição,363
contribuição conta,363
conta saiba,363
ajudar essas,363
essas organizações,363
organizações combaterem,363
combaterem covid,363
mask mandates,359
lambda variant,358
saiba você,357
brasil brasilcontraafome,356
com covid,356
15 2021,354
yang tidak,354
untuk berubah,354
telah memacu,353
memacu kita,352
death toll,349
kebiasaan lama,345
meninggalkan kebiasaan,343
cara baru,342
menerobos ketidakmungkinan,341
cara cara,340
baru meninggalkan,340
tidak relevan,340
lama yang,337
record number,336
berubah mengembangkan,336
mengembangkan cara,335
dan menerobos,335
relevan dan,334
independence day,331
via yahoo,330
casos positivos,329
pcr turun,328
coronavirus restrictions,326
agosto 2021,325
aug 15,325
active cases,321
vaccinated covid,321
southwest flight,319
pagodinho internado,319
pandemi covid19,316
covid vaccine,315
tes pcr,315
amid covid,314
argentina casos,312
internado com,312
ketidakmungkinan indonesia,309
new deaths,308
nuevos contagios,307
biaya pcr,307
covid covid19,306
covid cases,304
needs support,304
agustus 2021,301
19 delta,300
asyikpcrmurah biaya,298
nih director,298
melawan covid,297
covid19 vaccination,296
stop covid,295
contagios covid,293
could soon,292
booster shots,291
last 24,289
die covid,288
casos nuevos,287
counterfeit covid,286
long term,286
pagod na,285
19 virus,284
capacity dose2,281
attendant dies,279
last week,278
da covid,277
penanganan covid,273
19 vaccinations,273
icu beds,272
coronavirus covid_19,271
vacuna covid,271
stay safe,271
supreme court,269
contre covid,269
boris johnson,267
10 pandemi,266
dosis vacuna,265
19 restrictions,264
pandemia covid,264
many people,262
45 18,261
covid_19 covid19,261
via cdnchange,261
sekarang ini,261
limit 45,260
safe effective,260
casos coronavirus,260
dose covid,257
19 surge,256
us could,256
8th grader,255
ron desantis,254
19 comments,254
19 yang,254
adanya pandemi,254
15 august,252
dalam keseharian,252
kehidupan kita,251
36 083,250
mask mandate,250
19 sekarang,250
inovasi semakin,250
semakin menyatu,250
hits record,249
99 dose2,249
menyatu dalam,249
keseharian kehidupan,249
akselerasi inovasi,247
ini akselerasi,246
vacunación covid,245
thousands counterfeit,244
covid19 covid_19,243
prime minister,243
cases deaths,241
100 000,241
19 tidak,241
domingo 15,241
soon hit,241
kita indonesia,241
last summer,240
vaccine dose,239
mortes covid,238
provincial leaders,238
leaders vaccine,238
hit 200,238
covishield covaxin,236
medidas bioseguridad,236
necessary canada,236
50 dose2,235
federal provincial,235
passports necessary,235
canada stop,235
19 hits,234
19 ciudad,234
19 update,233
pay price,233
cases spike,232
pass sanitaire,231
50 dates,231
daily thanks,231
vaccine doses,230
immune system,230
19 new,230
young people,229
covaxin covishield,229
seems likely,229
spread covid,228
comprometidos garantizar,228
garantizar paz,228
participa junto,228
junto osc,228
osc despliegue,228
despliegue mixto,228
mixto covid,228
ciudad coro,228
people died,227
mississippi 8th,226
08 15,225
new york,225
it seems,225
อบ15ส งหา,224
two weeks,224
people get,224
get vaccine,223
ng covid,223
19 testing,223
19 dan,223
eric repackaged,223
repackaged last,223
summer lie,223
lie it,223
likely children,223
children dieto,223
dieto propel,223
propel career,223
career if,223
if clear,223
bid goodbye,223
goodbye for,223
for roy,223
roy seat,223
seat pay,223
price for,223
for publicity,223
publicity kids,223
kids sacrifice,223
19 case,222
pandemia covid19,221
test positive,220
vaccine cards,220
hundreds thousands,220
paz gnbfalcón,220
gnbfalcón participa,220
gon na,219
via change,219
director warns,219
di indonesia,218
100 dose2,217
coro 15ago,217
hospvaccines covishield,215
du covid,215
go ahead,215
day nih,214
new covid19,213
pcr test,213
penyebaran covid,212
sa mga,211
19 outbreak,210
virus covid,210
every american,210
tercera ola,209
novel coronavirus,209
19 sign,209
side effects,208
covid hospitalizations,207
positif covid,206
infected covid19,206
deaths per,205
treating covid,205
school week,205
15 adanya,205
2000 month,204
moneyforthepeople covid19,204
tidak akan,204
record high,203
ka na,203
19 rio,203
clear thatmo,203
thatmo voters,203
voters bid,203
casos confirmados,202
american moneyforthepeople,202
south dakota,202
year olds,201
19 home,201
seizes thousands,200
month every,200
protokol kesehatan,200
give 2000,198
ดว นน,197
masih terjadi,197
healthcare workers,196
โคว ดว,196
vacunas covid,196
pasien covid,196
fox news,195
sturgis rally,195
vaksin masih,195
perang melawan,195
southwest airlines,194
kasus covid,194
19 em,194
confirmed cases,194
akan berhasil,194
code 411038,193
411038 pmc,193
capacity 49,193
getting vaccinated,193
fake covid,193
make covid,193
berhasil jika,193
anti vaxxers,192
lt lt,192
selama pandemi,192
doses covid,191
19 response,191
pandemia coronavirus,191
says covid,191
got covid,190
airlines flight,190
preventing covid,190
drug may,190
agericschmitt eric,190
adilan akses,190
98 dose2,189
wear masks,189
ahead study,189
study tempol,189
oral drug,189
jika ketidak,189
ketidak adilan,189
cases reported,188
negative covid,188
code 411028,188
411028 pmc,188
akibat covid,188
19 infection,188
effective oral,188
may authorized,188
authorized treating,188
covid19 sign,187
coronavirus surge,187
proven safe,186
adamis pharmaceuticals,186
getting covid,185
social distancing,185
tempol adamis,185
pharmaceuticals humans,185
mental health,184
rio janeiro,184
die covid19,184
week died,184
fantastic event,184
ng mga,183
grader school,183
casos covid19,183
us covid,183
cardinal burke,183
event covid,183
dakota governor,183
calls sturgis,183
covid19 covid,182
da vacina,182
hospitalizations tempol,181
tempol proven,181
stay home,180
hours testing,180
attendees fantastic,180
pfizer moderna,179
19 amp,179
governor calls,179
thousands attendees,179
pfizer biontech,178
code 411007,178
411007 pmc,178
rally hundreds,178
19 coronavirus,176
joe biden,176
terhadap vaksin,176
covid19 delta,175
million doses,175
evitar propagación,175
akses terhadap,175
code 411014,174
411014 pmc,174
aug14coup whatshappeninginmyanmar,174
vacina covid,174
pregnant women,174
pmc apollo,173
positive cases,173
unvaccinated people,173
est pas,173
19 hours,173
wife died,173
terjadi indonesia,173
capacity 50,172
19 variants,172
day covid,172
section 505,172
capacity 30,171
capacity 96,171
texas supreme,171
department health,171
nug needs,171
000 people,171
15 ogos,171
sebab perang,171
died covid19,170
vaccine mandate,170
long covid,170
social media,170
daily covid,170
hari ini,170
covid19 wife,170
propagación covid,170
utinmaunglwin nld,170
nld vlg,170
vlg executive,170
north khinyan,170
khinyan vlg,170
vlg magway,170
magway gantgaw,170
gantgaw tsp,170
tsp aug,170
charged section,170
humans possibly,170
possibly preventing,170
30s hit,169
dosis vaksin,169
number children,169
executive arrested,169
arrested north,169
505 infected,169
covid19 deltavariant,168
aug myanmarmilitaryterrorists,168
expert says,167
myanmarmilitaryterrorists charged,167
border agents,166
confirmed covid,166
ogos 2021,166
contagios covid19,166
masa pandemi,166
menangbersama lindungdirilindungsemua,166
yg belum,165
corona coronavirus,164
bisa kita,164
health officials,163
48 dates,162
ดตรวจโคว ดพร,162
ดพร อมส,162
coronavirus disease,162
ministerio salud,162
coronavirus created,162
high risk,161
banyak kritikan,161
saya menyadari,161
kepenatan kejenuhan,161
kejenuhan kelelahan,161
kelelahan kesedihan,161
corona covid19,160
created perfect,160
perfect conditions,160
full scale,160
war truth,160
first case,160
begitu banyak,160
kesusahan selama,160
pemerintah terutama,160
wearing mask,159
10 covid,159
15 agustus,159
nuovi casi,159
pandemic covid19,159
doctor covid,159
scale war,159
dan kesusahan,159
adanya kepenatan,159
