gram,counts
covid 19,146275
coronavirus cases,7629
19 cases,7160
coronavirus covid19,5419
tested positive,5358
coronavirus pandemic,4896
new cases,4617
19 pandemic,4419
covid19 coronavirus,4280
positive coronavirus,4119
positive covid,3745
wear mask,3654
new york,3552
trump administration,3142
85 infants,2887
texas county,2846
test positive,2768
testing tracing,2689
relief bill,2562
new coronavirus,2506
nuevos casos,2456
new covid,2363
casos covid,2343
white house,2301
social distancing,2265
wear masks,2253
coronavirus relief,2247
19 vaccine,2110
covid19 pandemic,2074
covid19 cases,2072
coronavirus vaccine,2050
death toll,2008
public health,1985
casos coronavirus,1902
19 deaths,1894
via youtube,1863
due covid,1852
coronavirus covid,1851
tracing cdc,1837
donald trump,1810
upcoming coronavirus,1787
one texas,1780
coronavirus testing,1736
block new,1736
wearing mask,1682
money testing,1678
coronavirus one,1653
new money,1626
pushing block,1608
cases surge,1593
administration pushing,1587
coronavirus deaths,1584
spread coronavirus,1582
cdc upcoming,1578
24 horas,1577
19 patients,1564
coronavirus death,1527
united states,1525
age tested,1513
face masks,1511
hong kong,1477
july 18,1452
24 hours,1438
19 death,1434
york times,1421
wearing masks,1404
bbc news,1355
death rate,1328
news coronavirus,1303
stay home,1277
year old,1266
infants age,1242
18 julio,1238
infants tested,1234
19 crisis,1230
cases covid,1226
casos positivos,1221
25 million,1221
casos confirmados,1212
confirmed cases,1199
gon na,1197
140 000,1170
19 via,1165
últimas 24,1164
single day,1162
trump failure,1147
due coronavirus,1137
leadership role,1119
19 one,1113
abandon leadership,1110
inside trump,1099
rush abandon,1092
active cases,1089
amid coronavirus,1083
due covid19,1081
failure rush,1078
18 07,1075
coronavirus texas,1072
role virus,1069
one county,1066
many people,1060
19 testing,1052
positive cases,1049
county texas,1046
spread covid,1040
coronavirus crisis,1037
stay safe,1036
sets new,1036
babies test,1029
coronavirus live,1028
help us,1028
cases coronavirus,1005
nursing homes,993
contact tracing,991
chinese virologist,989
amid covid,986
da covid,986
18 2020,983
19 data,983
ccp virus,979
80 babies,977
accuses beijing,975
pandemia coronavirus,973
virologist accuses,972
study finds,971
blue jays,970
new deaths,969
kong know,969
treat whistleblowers,969
virus chinese,962
19 test,960
pls spread,957
fleeing hong,956
whistleblowers telling,956
dr fauci,953
global pandemic,951
county sets,951
back school,945
coronavirus update,939
red zone,938
sars cov,932
test results,930
via nytimes,922
gt gt,921
live updates,920
coronavirus outbreak,918
texas cases,918
new record,914
19 di,910
boris johnson,905
total cases,889
07 2020,883
spread covid19,874
aishwarya rai,871
new covid19,868
washington post,867
corona virus,866
novel coronavirus,866
cases deaths,864
looks like,863
please help,862
spread truth,860
000 new,851
covered coronavirus,847
long term,845
positivo covid,844
know treat,833
world truth,831
cases reported,827
truth ccp,827
truth virus,823
telling world,821
coronavirus response,816
beijing covered,815
coronavirus fleeing,815
fight covid,805
died covid,796
first time,795
get covid,794
last 24,791
herd immunity,789
task force,787
fox news,778
people died,775
go back,773
open schools,771
face mask,767
coronavirus corona,762
100 000,760
covid19 patients,752
million coronavirus,750
young people,744
19 positive,743
health officials,739
health care,731
john lewis,730
motorcycle crash,727
total number,723
contagios covid,721
president trump,715
19 relief,714
covid19 deaths,714
pandemia covid,714
positive covid19,710
covid deaths,705
pandemia covid19,705
600 000,704
every day,701
children spread,701
coronavirus much,698
pandemic response,693
19 virus,688
casos nuevos,688
casos covid19,688
coronavirus via,687
million iranians,686
the virus,683
older children,683
julio 2020,682
19 coronavirus,681
contagios coronavirus,680
july 2020,679
000 people,677
covid_19 coronavirus,676
good news,663
tests positive,663
new post,663
19 recovery,662
coronavirus covid__19,657
coronavirus lockdown,652
much adults,651
around world,648
top story,639
19 response,631
sábado 18,630
coronavirus infections,629
fake news,626
19 outbreak,624
du coronavirus,623
americans wear,621
19 surges,621
black people,621
nueces county,616
recovery rate,615
south africa,612
covid__19 coronavirus,607
000 dead,605
one day,605
stop spread,603
rai bachchan,600
fighting coronavirus,600
85 babies,596
second wave,579
people die,579
daily coronavirus,576
coronavirus argentina,574
positivo coronavirus,570
infected coronavirus,567
testing positive,563
mask mandate,561
people dying,560
deaths reported,560
save lives,560
common cold,559
people need,559
pandemi covid,558
get coronavirus,558
coronavirus data,556
70 000,556
says coronavirus,555
nuevos contagios,554
covid coronavirus,552
covid19 covid,549
india covid,548
000 americans,548
infected covid,546
trying block,546
federal government,544
coronavirus updates,544
one behind,543
new daily,542
19 update,541
via gatewaypundit,540
new study,538
need help,537
get tested,535
34 884,534
response leaves,533
leaves one,533
wan na,531
000 covid,530
19 lockdown,528
fight covid19,527
pacientes covid,525
cases covid19,525
wash hands,524
19 spread,524
positif covid,523
covid19 sarscov2,523
coronavirus disease,521
nouveaux cas,520
corona coronavirus,519
reports record,519
spread virus,518
go away,518
19 em,516
ministerio salud,514
china coronavirus,512
us covid19,512
antibody tests,511
covid19 covid_19,511
make sure,511
10 38,507
vaccine could,507
cases rise,503
died covid19,503
million people,502
mask wearing,502
new death,501
casos activos,500
july 17,499
000 deaths,498
protokol kesehatan,495
anthony fauci,494
muertes covid,493
new normal,492
covid19 positive,488
defeat virus,486
helping covid19,485
virus good,485
impact covid,484
post covid,483
19 tests,481
mental health,481
live news,481
virus care,481
must tackle,481
coronavirus red,480
report says,479
us coronavirus,478
terrifying autumn,478
behind oneworld,478
us faces,477
inequality helping,477
covid19 thrive,477
thrive must,477
tackle defeat,477
nelsonmandeladay demand,477
demand global,477
good nelsonmandeladay,476
bill gates,475
2020 07,475
faces terrifying,475
social distance,474
covid covid19,474
seasonal flu,474
model fighting,473
coronavirus conspiracy,471
via nbcnews,470
coronavirus india,469
pm modi,469
covid cases,467
second day,465
10 000,464
day row,464
corona covid19,463
loved ones,462
one million,461
com covid,461
19 numbers,460
dies covid,459
total deaths,459
du covid,458
covid19 corona,457
died motorcycle,457
jul 18,456
19 situation,456
york model,455
gop senators,454
coronavirus covid_19,453
du masque,453
dio positivo,452
covid19 vaccine,451
cases today,451
coronavirus indiafightscorona,450
look like,449
died coronavirus,448
care excuses,448
excuses us,448
get sick,447
rouhani says,446
trump coronavirus,445
positivos covid,444
daily thanks,443
19 case,442
fauci holds,442
autumn covid,441
imperil widespread,438
could imperil,437
types covid,435
face coverings,435
hospital covid,435
get back,434
please rt,434
widespread immunity,434
holds new,433
fight coronavirus,432
antibody test,431
covid__19 covid19,431
getting covid,431
dr birx,430
take care,430
mistrust coronavirus,430
response covid,429
slow spread,428
abc news,427
tens thousands,426
reported today,426
block billions,426
vacuna covid,425
last week,425
namo app,424
months ago,421
number cases,421
health experts,420
600 new,419
order americans,418
port du,418
tell us,416
via googlenews,416
coronavirus patients,416
pandemic could,416
need know,415
conspiracy theories,414
people wear,414
world health,413
ee uu,413
last days,412
health officer,412
muertes coronavirus,412
stop covid,411
they correctly,411
07 18,410
infants test,410
department health,409
wore mask,409
health department,409
population coronavirus,409
people like,408
south korea,406
coronavirus news,405
via yahoonews,404
response coronavirus,404
large study,404
mortality rate,403
global coronavirus,403
die covid,403
kids get,403
stayhome staysafe,401
immune system,401
americans died,400
people make,398
social media,397
number covid,397
reopen schools,397
testing data,397
small number,397
handling covid,396
sarscov2 forecast,396
in person,394
in the,394
record via,394
covid19 death,392
american people,392
18 states,391
infection rate,391
coronavirus task,390
pro life,390
labs reporting,390
covid19 covidー19,390
new infections,390
children age,390
social security,389
six different,389
two weeks,387
common sense,387
covid19 amp,387
cases rising,387
health ministry,387
death population,387
19 infections,386
100 hours,386
prevent spread,386
testing contact,386
per day,385
of the,385
pandemic covid19,384
kill us,384
trump re,383
back work,383
35 million,383
get covid19,381
000 casos,381
nursing home,381
wear face,380
would like,380
muertos coronavirus,378
covid19 virus,378
18 july,378
17 2020,378
covid19 crisis,378
deaths covid,377
cases confirmed,377
19 infection,371
world news,371
please check,371
cases state,371
coronavirus surges,370
make less,370
maine population,370
17 julio,369
cdc says,369
puerto rico,368
less likely,368
vacuna coronavirus,368
times india,367
next week,367
covid19 testing,367
19 treatment,367
contagios covid19,366
85 children,366
virus see,366
14 millones,365
coronavirus symptoms,365
muertos covid,365
re election,364
trump covid,364
people see,364
trump wants,363
across country,363
reopening schools,363
cases 100,362
positivos coronavirus,362
nuovi casi,362
covid19india coronavirus,361
coronavirus test,361
14 million,361
getting sick,360
nuevas muertes,358
19 symptoms,358
must read,357
great day,357
hot spots,356
handling coronavirus,355
schools open,354
india news,354
uk coronavirus,353
florida health,353
covid19 covid19,353
news updates,353
coronavirus infection,352
19 amp,352
trying kill,351
virus covid,350
หน ากากอนาม,350
co uk,349
new confirmed,349
covid19 covid__19,349
adults large,349
coronaviruspandemic covid19india,348
trump admin,348
uk government,348
19 outbreaks,348
18 juli,347
florida labs,347
coronavirus donald,347
gop realdonaldtrump,347
iranians infected,347
read article,346
billions dollars,346
qanon wearethenewsnow,345
number people,345
factsmatter wwg1wga,344
daily cases,344
matt hancock,344
people tested,343
wearethenewsnow factsmatter,342
wwg1wga wakeupamerica,342
unitednotdivided saveamerica,342
saveamerica greatawakening,342
since march,342
deaths covid19,341
nuevo récord,341
covid19 test,341
wakeupamerica unitednotdivided,340
post coronavirus,340
talk us,339
even know,339
novos casos,339
people get,338
kids back,338
qu il,338
everyone wore,338
tested covid,337
florida man,337
people getting,337
million covid,336
send kids,336
coronavirus covidー19,335
cases day,335
puede ser,335
really working,334
entertain empower,334
empower educate,334
educate talk,334
0208 090,334
090 2121,334
2121 hello,334
hello fantasticradio,334
fantasticradio co,334
uk fantasticradiouk,334
fantasticradiouk homeofpossibilities,334
homeofpossibilities believeyourpossibilities,334
believeyourpossibilities stayhomesafelives,334
buy song,334
juli 2020,334
breaking news,334
000 cases,333
officials say,332
surge coronavirus,332
coronavirus tests,332
stayhomesafelives buy,331
reporting negative,331
conspiracy theory,331
prime minister,331
please take,330
19 covid19,330
est pas,330
coronavirus numbers,329
25 covid,329
texans living,329
us 0208,328
14 days,328
coronavirus trump,328
covid_19 covid19,328
covid19 tests,328
feel like,328
johns hopkins,327
says 25,327
test coronavirus,326
confirmed covid,326
well done,326
less maine,326
sounds like,325
people still,325
covid19 lockdown,324
even though,324
scientists identify,323
negative test,323
negative covid,323
god bless,323
latest news,323
masks work,323
nearly 25,323
market news,322
one thing,321
americans dead,321
realdonaldtrump trump,321
via nyt,320
please make,320
mortes covid,320
population nearly,320
risk covid,319
coronavirus coronavirus,319
wearing face,319
million cases,319
estimates 25,319
right thing,318
coronavirus related,318
coronavirus they,318
sa mga,317
return normality,317
the coronavirus,317
sound alarm,317
covid virus,317
covid19 bot,316
cause death,316
mil casos,316
much time,316
iran estimates,316
rising covid,315
salud pública,315
cases increase,315
sign petition,314
19 patient,314
19 impact,314
bill washington,314
récord casos,313
health minister,313
face covering,313
seems like,313
back normal,312
cases continue,312
cases new,312
the truth,312
next covid,310
19 related,310
vows order,310
killing us,310
see thanks,310
worried covid,309
trump vows,309
joe biden,309
ron desantis,309
nuevo coronavirus,309
contagiados coronavirus,309
risk getting,309
survived covid,309
day record,308
positivity rate,308
people covid,306
vaccine hacking,306
play toronto,306
got ta,305
please wear,305
policy blunder,305
coronavirus us,304
rate among,304
working anymore,303
every single,303
community spread,303
could control,303
deaths per,302
state health,302
weeks everyone,302
eight weeks,302
catastrophic policy,302
world records,301
latest covid,301
post covid19,301
record daily,301
19 través,300
โคว ด19,300
number deaths,300
let us,300
coronavirus case,300
pandemic via,299
covidー19 coronavirus,299
great job,299
india mitega,299
time world,298
crash victim,298
mitega india,298
long time,296
kasus covid,296
crisis coronavirus,296
000 muertos,295
india coronavirus,295
family members,295
current situation,295
home states,295
com força,294
bill report,294
bollywood star,293
states coronavirus,292
victim coronavirus,292
penyebaran covid,292
du covid19,291
need get,291
coronavirus spike,291
high risk,290
positive test,290
bringing total,289
four eight,289
get rid,288
makes sense,288
truth about,288
cases aide,287
aide admits,287
trump amp,287
us covid,287
county cnn,287
covid19 last,286
covid19 response,286
really need,286
story inside,286
random person,286
mask starting,286
five days,285
recently released,285
admits really,283
daily covid,283
lives matter,283
fatality rate,283
não tem,282
coronavirus recovery,282
patients recovered,282
check page,282
doctor survived,282
trump worried,281
covid19 coronaviruspandemic,281
death count,280
trump says,280
the world,280
masks mandatory,280
could help,280
19 hospital,279
confirmed coronavirus,279
coronavirus new,279
damn mask,279
click link,279
scrolling comments,279
single titled,279
post recently,279
dying covid,278
civil rights,278
hey random,278
person scrolling,278
minute please,278
page post,278
released single,278
titled ronke,278
okay please,278
experts say,277
climate change,277
get new,277
new zealand,277
no deal,277
rt people,277
funds testing,277
cases 14,276
deal brexit,276
covid19 tem,276
control four,276
killing people,275
take action,275
hope great,275
senators sound,275
cases india,274
cases per,274
people wearing,273
cash app,273
total confirmed,273
hoje com,273
cestas básicas,273
ronke okay,273
comments hope,273
coronavirus mundo,272
blood test,272
cases amp,272
alarm coronavirus,272
da comunidade,272
day minute,272
identify six,271
human trials,271
19 people,271
iran president,271
community transmission,270
hospitalized covid,270
deaths coronavirus,270
pay attention,270
reino unido,270
nov 2018,270
famílias da,270
death covid,269
38 mil,269
via breitbartnews,269
let make,269
zero hedge,269
public disregard,269
2018 suporte,269
suporte com,269
com cestas,269
força total,269
total prioridade,269
tem causado,269
causado cadastrei,269
cadastrei 150,269
150 famílias,269
comunidade real,269
real parque,269
parque sp,269
sp vou,269
vou doar,269
doar cestas,269
cestas ajude,269
daily increase,268
coronavirus surge,268
number new,268
download app,268
surges home,268
atuo nov,268
amenizar dores,268
